log_id,production_date,shift,equipment_id,product_code,planned_quantity,actual_quantity,good_quantity,defect_quantity,planned_time_min,actual_operating_time_min,setup_time_min,operator_id
LOG-00681,2024-02-09,주간,EQ-A02,PRD-001,816,622,615.0,7,480,379.7,30.0,OP-006
LOG-00682,2024-02-09,주간,EQ-A03,PRD-005,408,309,300.0,9,480,375.3,20.0,OP-010
LOG-00683,2024-02-09,주간,EQ-B01,PRD-002,544,463,461.0,2,480,361.7,20.0,OP-012
LOG-00684,2024-02-09,주간,EQ-B02,PRD-001,816,772,761.0,11,480,405.4,20.0,OP-006
LOG-00685,2024-02-09,주간,EQ-B03,PRD-004,699,675,661.0,14,480,407.0,25.0,OP-019
LOG-00686,2024-02-09,주간,EQ-B04,PRD-006,1224,1111,1108.0,3,480,386.1,30.0,OP-003
LOG-00687,2024-02-09,주간,EQ-C01,PRD-001,816,829,811.0,18,480,450.2,25.0,OP-001
LOG-00688,2024-02-09,주간,EQ-C02,PRD-001,816,855,843.0,12,480,445.6,15.0,OP-017
LOG-00689,2024-02-09,주간,EQ-C03,PRD-004,699,576,560.0,16,480,380.8,40.0,OP-013
LOG-00690,2024-02-09,주간,EQ-C04,PRD-006,1224,975,967.0,8,480,379.9,25.0,OP-015
LOG-00691,2024-02-09,야간,EQ-A01,PRD-002,544,449,436.0,13,480,354.1,30.0,OP-006
LOG-00692,2024-02-09,야간,EQ-A02,PRD-002,544,424,411.0,13,480,354.9,,OP-010
LOG-00693,2024-02-09,야간,EQ-A03,PRD-005,408,285,272.0,13,480,300.7,25.0,OP-019
LOG-00694,2024-02-09,야간,EQ-B01,PRD-003,979,950,939.0,11,480,435.1,15.0,OP-003
LOG-00695,2024-02-09,야간,EQ-B02,PRD-001,816,712,703.0,9,480,385.3,20.0,OP-005
LOG-00696,2024-02-09,야간,EQ-B03,PRD-004,699,708,688.0,20,480,432.1,20.0,OP-020
LOG-00697,2024-02-09,야간,EQ-B04,PRD-003,979,968,961.0,7,480,418.0,20.0,OP-003
LOG-00698,2024-02-09,야간,EQ-C01,PRD-002,544,440,431.0,9,480,390.8,20.0,OP-015
LOG-00699,2024-02-09,야간,EQ-C02,PRD-003,979,910,890.0,20,480,402.7,25.0,OP-014
LOG-00700,2024-02-09,야간,EQ-C03,PRD-005,408,370,356.0,14,480,384.5,15.0,OP-020
LOG-00701,2024-02-09,야간,EQ-C04,PRD-006,1224,1250,1236.0,14,480,446.4,25.0,OP-014
LOG-00702,2024-02-10,주간,EQ-A01,PRD-002,544,476,465.0,11,480,390.9,20.0,OP-007
LOG-00703,2024-02-10,주간,EQ-A02,PRD-003,979,844,839.0,5,480,414.6,20.0,OP-004
LOG-00704,2024-02-10,주간,EQ-A03,PRD-005,408,312,301.0,11,480,357.3,30.0,OP-014
LOG-00705,2024-02-10,주간,EQ-A04,PRD-003,979,800,791.0,9,480,379.9,20.0,OP-010
LOG-00706,2024-02-10,주간,EQ-B02,PRD-003,979,951,943.0,8,480,405.7,15.0,OP-019
LOG-00707,2024-02-10,주간,EQ-B03,PRD-005,408,361,354.0,7,480,413.3,20.0,OP-017
LOG-00708,2024-02-10,주간,EQ-B04,PRD-006,1224,1242,1227.0,15,480,452.1,15.0,OP-002
LOG-00709,2024-02-10,주간,EQ-C01,PRD-001,816,797,789.0,8,480,415.4,25.0,OP-013
LOG-00710,2024-02-10,주간,EQ-C02,PRD-003,979,855,847.0,8,480,391.5,20.0,OP-002
LOG-00711,2024-02-10,주간,EQ-C03,PRD-004,699,520,504.0,16,480,336.3,30.0,OP-007
LOG-00712,2024-02-12,주간,EQ-A01,PRD-002,544,488,478.0,10,480,431.6,15.0,OP-007
LOG-00713,2024-02-12,주간,EQ-A02,PRD-001,816,710,697.0,13,480,396.0,15.0,OP-009
LOG-00714,2024-02-12,주간,EQ-A03,PRD-005,408,259,251.0,8,480,313.2,20.0,OP-011
LOG-00715,2024-02-12,주간,EQ-A04,PRD-003,979,758,747.0,11,480,357.4,15.0,OP-001
LOG-00716,2024-02-12,주간,EQ-B01,PRD-002,544,475,463.0,12,480,405.3,30.0,OP-014
LOG-00717,2024-02-12,주간,EQ-B02,PRD-001,816,802,801.0,1,480,442.6,25.0,OP-005
LOG-00718,2024-02-12,주간,EQ-B04,PRD-006,1224,1130,1116.0,14,480,423.0,15.0,OP-018
LOG-00719,2024-02-12,주간,EQ-C01,PRD-003,979,910,894.0,16,480,399.7,20.0,OP-008
LOG-00720,2024-02-12,주간,EQ-C02,PRD-003,979,797,787.0,10,480,373.5,15.0,OP-018
LOG-00721,2024-02-12,주간,EQ-C03,PRD-005,408,298,292.0,6,480,376.5,30.0,OP-003
LOG-00722,2024-02-12,주간,EQ-C04,PRD-006,1224,1071,1054.0,17,480,401.0,15.0,OP-002
LOG-00723,2024-02-12,야간,EQ-A02,PRD-002,544,417,402.0,15,480,350.9,15.0,OP-001
LOG-00724,2024-02-12,야간,EQ-A03,PRD-005,408,288,275.0,13,480,337.9,30.0,OP-003
LOG-00725,2024-02-12,야간,EQ-A04,PRD-006,1224,1142,1117.0,25,480,427.3,20.0,OP-019
LOG-00726,2024-02-12,야간,EQ-B01,PRD-002,544,470,461.0,9,480,374.7,25.0,OP-019
LOG-00727,2024-02-12,야간,EQ-B02,PRD-002,544,568,559.0,9,480,440.2,15.0,OP-014
LOG-00728,2024-02-12,야간,EQ-B03,PRD-005,408,428,417.0,11,480,434.8,15.0,OP-004
LOG-00729,2024-02-12,야간,EQ-B04,PRD-006,1224,1176,1169.0,7,480,409.7,25.0,OP-001
LOG-00730,2024-02-12,야간,EQ-C01,PRD-002,544,462,451.0,11,480,373.2,20.0,OP-006
LOG-00731,2024-02-12,야간,EQ-C02,PRD-003,979,762,750.0,12,480,372.7,30.0,OP-015
LOG-00732,2024-02-12,야간,EQ-C03,PRD-005,408,381,368.0,13,480,420.1,15.0,OP-003
LOG-00733,2024-02-12,야간,EQ-C04,PRD-006,1224,1183,1163.0,20,480,443.8,20.0,OP-004
LOG-00734,2024-02-13,주간,EQ-A01,PRD-001,816,707,693.0,14,480,378.4,15.0,OP-014
LOG-00735,2024-02-13,주간,EQ-A03,PRD-005,408,279,269.0,10,480,305.6,,OP-017
LOG-00736,2024-02-13,주간,EQ-A04,PRD-003,979,929,915.0,14,480,422.0,15.0,OP-013
LOG-00737,2024-02-13,주간,EQ-B01,PRD-002,544,525,522.0,3,480,421.3,20.0,OP-011
LOG-00738,2024-02-13,주간,EQ-B02,PRD-001,816,789,775.0,14,480,450.2,25.0,OP-011
LOG-00739,2024-02-13,주간,EQ-B03,PRD-004,699,697,676.0,21,480,426.1,25.0,OP-003
LOG-00740,2024-02-13,주간,EQ-B04,PRD-003,979,932,923.0,9,480,388.4,20.0,OP-017
LOG-00741,2024-02-13,주간,EQ-C01,PRD-003,979,944,940.0,4,480,433.4,25.0,OP-007
LOG-00742,2024-02-13,주간,EQ-C02,PRD-002,544,517,506.0,11,480,,15.0,OP-012
LOG-00743,2024-02-13,주간,EQ-C03,PRD-004,699,619,599.0,20,480,410.3,25.0,OP-008
LOG-00744,2024-02-13,주간,EQ-C04,PRD-003,979,859,845.0,14,480,377.8,15.0,OP-005
LOG-00745,2024-02-13,야간,EQ-A01,PRD-002,544,389,377.0,12,480,359.5,30.0,OP-007
LOG-00746,2024-02-13,야간,EQ-A02,PRD-001,816,539,528.0,11,480,343.3,20.0,OP-020
LOG-00747,2024-02-13,야간,EQ-A03,PRD-004,699,105,100.0,5,480,329.1,15.0,OP-003
LOG-00748,2024-02-13,야간,EQ-A04,PRD-003,979,724,716.0,8,480,350.2,15.0,OP-016
LOG-00749,2024-02-13,야간,EQ-B01,PRD-002,544,478,468.0,10,480,399.5,20.0,OP-019
LOG-00750,2024-02-13,야간,EQ-B02,PRD-003,979,815,810.0,5,480,366.6,25.0,OP-015
LOG-00751,2024-02-13,야간,EQ-B04,PRD-006,1224,1064,1049.0,15,480,415.1,20.0,OP-011
LOG-00752,2024-02-13,야간,EQ-C01,PRD-001,816,640,631.0,9,480,366.1,20.0,OP-015
LOG-00753,2024-02-13,야간,EQ-C02,PRD-001,816,673,665.0,8,480,385.6,,OP-016
LOG-00754,2024-02-13,야간,EQ-C03,PRD-005,408,363,353.0,10,480,392.2,25.0,OP-010
LOG-00755,2024-02-13,야간,EQ-C04,PRD-006,1224,1129,1109.0,20,480,418.6,15.0,OP-019
LOG-00756,2024-02-14,주간,EQ-A01,PRD-001,816,648,631.0,17,480,390.4,15.0,OP-012
LOG-00757,2024-02-14,주간,EQ-A02,PRD-003,979,880,871.0,9,480,414.2,20.0,OP-003
LOG-00758,2024-02-14,주간,EQ-A03,PRD-005,408,279,269.0,10,480,323.4,30.0,OP-015
LOG-00759,2024-02-14,주간,EQ-A04,PRD-006,1224,1030,1021.0,9,480,382.5,25.0,OP-002
LOG-00760,2024-02-14,주간,EQ-B01,PRD-001,816,847,846.0,1,480,441.3,20.0,OP-012
LOG-00761,2024-02-14,주간,EQ-B02,PRD-002,544,546,537.0,9,480,421.0,30.0,OP-003
LOG-00762,2024-02-14,주간,EQ-B03,PRD-004,699,637,621.0,16,480,393.7,30.0,OP-020
LOG-00763,2024-02-14,주간,EQ-B04,PRD-006,1224,1235,1224.0,11,480,421.1,20.0,OP-015
LOG-00764,2024-02-14,주간,EQ-C01,PRD-003,979,1035,1028.0,7,480,433.5,15.0,OP-018
LOG-00765,2024-02-14,주간,EQ-C02,PRD-003,979,821,814.0,7,480,408.7,15.0,OP-002
LOG-00766,2024-02-14,주간,EQ-C03,PRD-005,408,348,338.0,10,480,398.5,25.0,OP-019
LOG-00767,2024-02-14,주간,EQ-C04,PRD-003,979,819,817.0,2,480,385.5,20.0,OP-011
LOG-00768,2024-02-14,야간,EQ-A01,PRD-003,979,742,731.0,11,480,365.4,20.0,OP-016
LOG-00769,2024-02-14,야간,EQ-A02,PRD-003,979,752,738.0,14,480,324.6,30.0,OP-005
LOG-00770,2024-02-14,야간,EQ-A04,PRD-003,979,736,733.0,3,480,364.0,20.0,OP-015
LOG-00771,2024-02-14,야간,EQ-B01,PRD-001,816,875,,8,480,453.4,15.0,OP-011
LOG-00772,2024-02-14,야간,EQ-B02,PRD-003,979,887,881.0,6,480,394.1,20.0,OP-003
LOG-00773,2024-02-14,야간,EQ-B03,PRD-004,699,668,651.0,17,480,412.8,20.0,OP-002
LOG-00774,2024-02-14,야간,EQ-B04,PRD-003,979,912,899.0,13,480,389.7,15.0,OP-015
LOG-00775,2024-02-14,야간,EQ-C01,PRD-002,544,481,471.0,10,480,399.2,20.0,OP-017
LOG-00776,2024-02-14,야간,EQ-C02,PRD-003,979,866,864.0,2,480,404.6,15.0,OP-020
LOG-00777,2024-02-14,야간,EQ-C03,PRD-004,699,592,576.0,16,480,381.5,30.0,OP-012
LOG-00778,2024-02-14,야간,EQ-C04,PRD-006,1224,1011,999.0,12,480,392.2,20.0,OP-010
LOG-00779,2024-02-15,주간,EQ-A01,PRD-002,544,469,454.0,15,480,397.2,15.0,OP-014
LOG-00780,2024-02-15,주간,EQ-A02,PRD-002,544,461,447.0,14,480,396.1,20.0,OP-020
LOG-00781,2024-02-15,주간,EQ-A03,PRD-004,699,548,531.0,17,480,346.6,25.0,OP-011
LOG-00782,2024-02-15,주간,EQ-A04,PRD-003,979,778,765.0,13,480,365.4,20.0,OP-011
LOG-00783,2024-02-15,주간,EQ-B01,PRD-001,816,697,688.0,9,480,393.4,15.0,OP-018
LOG-00784,2024-02-15,주간,EQ-B02,PRD-003,979,896,888.0,8,480,399.8,25.0,OP-013
LOG-00785,2024-02-15,주간,EQ-B03,PRD-005,408,417,411.0,6,480,423.7,15.0,OP-009
LOG-00786,2024-02-15,주간,EQ-B04,PRD-003,979,913,907.0,6,480,402.5,20.0,OP-011
LOG-00787,2024-02-15,주간,EQ-C01,PRD-001,816,768,757.0,11,480,394.5,25.0,OP-019
LOG-00788,2024-02-15,주간,EQ-C02,PRD-003,979,830,815.0,15,480,397.3,20.0,OP-005
LOG-00789,2024-02-15,주간,EQ-C03,PRD-005,408,347,338.0,9,480,405.1,30.0,OP-010
LOG-00790,2024-02-15,주간,EQ-C04,PRD-006,1224,1006,,3,480,368.8,40.0,OP-005
LOG-00791,2024-02-15,야간,EQ-A01,PRD-003,979,881,875.0,6,480,395.8,15.0,OP-003
LOG-00792,2024-02-15,야간,EQ-A02,PRD-002,544,365,356.0,9,480,337.3,30.0,OP-018
LOG-00793,2024-02-15,야간,EQ-A03,PRD-005,408,265,256.0,9,480,310.7,20.0,OP-011
LOG-00794,2024-02-15,야간,EQ-A04,PRD-003,979,811,800.0,11,480,392.5,20.0,OP-017
LOG-00795,2024-02-15,야간,EQ-B01,PRD-001,816,753,746.0,7,480,416.8,15.0,OP-014
LOG-00796,2024-02-15,야간,EQ-B02,PRD-003,979,863,851.0,12,480,406.8,15.0,OP-012
LOG-00797,2024-02-15,야간,EQ-B03,PRD-004,699,652,636.0,16,480,387.0,15.0,OP-012
LOG-00798,2024-02-15,야간,EQ-B04,PRD-006,1224,1141,1136.0,5,480,414.4,20.0,OP-006
LOG-00799,2024-02-15,야간,EQ-C01,PRD-001,816,706,694.0,12,480,411.4,20.0,OP-011
LOG-00800,2024-02-15,야간,EQ-C02,PRD-002,544,533,522.0,11,480,422.0,15.0,OP-007
LOG-00801,2024-02-15,야간,EQ-C03,PRD-004,699,593,577.0,16,480,367.3,20.0,OP-005
LOG-00802,2024-02-15,야간,EQ-C04,PRD-003,979,859,853.0,6,480,393.0,20.0,OP-003
LOG-00803,2024-02-16,주간,EQ-A01,PRD-002,544,411,402.0,9,480,363.6,15.0,OP-004
LOG-00804,2024-02-16,주간,EQ-A02,PRD-003,979,836,823.0,13,480,386.6,20.0,OP-018
LOG-00805,2024-02-16,주간,EQ-A03,PRD-004,699,531,512.0,19,480,354.4,15.0,OP-011
LOG-00806,2024-02-16,주간,EQ-A04,PRD-003,979,734,733.0,1,480,356.2,20.0,OP-020
LOG-00807,2024-02-16,주간,EQ-B01,PRD-002,544,546,541.0,5,480,409.7,20.0,OP-005
LOG-00808,2024-02-16,주간,EQ-B02,PRD-001,816,782,769.0,13,480,417.1,25.0,OP-006
LOG-00809,2024-02-16,주간,EQ-B03,PRD-004,699,689,672.0,17,480,447.6,25.0,OP-015
LOG-00810,2024-02-16,주간,EQ-C01,PRD-001,816,603,591.0,12,480,352.8,20.0,OP-014
LOG-00811,2024-02-16,주간,EQ-C02,PRD-002,544,541,528.0,13,480,445.2,,OP-008
LOG-00812,2024-02-16,주간,EQ-C03,PRD-005,408,352,342.0,10,480,398.2,25.0,OP-020
LOG-00813,2024-02-16,주간,EQ-C04,PRD-006,1224,1272,,14,480,443.5,20.0,OP-015
LOG-00814,2024-02-16,야간,EQ-A01,PRD-001,816,674,662.0,12,480,388.1,20.0,OP-018
LOG-00815,2024-02-16,야간,EQ-A02,PRD-001,816,685,672.0,13,480,373.1,25.0,OP-010
LOG-00816,2024-02-16,야간,EQ-A04,PRD-006,1224,909,895.0,14,480,356.9,20.0,OP-007
LOG-00817,2024-02-16,야간,EQ-B01,PRD-002,544,589,577.0,12,480,442.0,25.0,OP-019
LOG-00818,2024-02-16,야간,EQ-B02,PRD-002,544,552,535.0,17,480,419.8,20.0,OP-015
LOG-00819,2024-02-16,야간,EQ-B03,PRD-005,408,398,385.0,13,480,415.7,15.0,OP-013
LOG-00820,2024-02-16,야간,EQ-B04,PRD-006,1224,1337,1327.0,10,480,450.5,20.0,OP-006
LOG-00821,2024-02-16,야간,EQ-C01,PRD-001,816,631,605.0,26,480,338.9,30.0,OP-020
LOG-00822,2024-02-16,야간,EQ-C02,PRD-001,816,656,642.0,14,480,411.5,15.0,OP-009
LOG-00823,2024-02-16,야간,EQ-C03,PRD-004,699,570,560.0,10,480,355.7,15.0,OP-016
LOG-00824,2024-02-16,야간,EQ-C04,PRD-006,1224,1073,1061.0,12,480,397.7,25.0,OP-018
LOG-00825,2024-02-17,주간,EQ-A01,PRD-001,816,600,593.0,7,480,359.3,20.0,OP-017
LOG-00826,2024-02-17,주간,EQ-A02,PRD-001,816,709,699.0,10,480,370.0,25.0,OP-010
LOG-00827,2024-02-17,주간,EQ-A03,PRD-004,699,482,470.0,12,480,323.4,15.0,OP-006
LOG-00828,2024-02-17,주간,EQ-A04,PRD-006,1224,953,945.0,8,480,394.7,20.0,OP-015
LOG-00829,2024-02-17,주간,EQ-B01,PRD-003,979,1027,1021.0,6,480,438.0,15.0,OP-005
LOG-00830,2024-02-17,주간,EQ-B02,PRD-002,544,459,452.0,7,480,371.9,30.0,OP-003
LOG-00831,2024-02-17,주간,EQ-B03,PRD-004,699,717,709.0,8,480,431.5,20.0,OP-015
LOG-00832,2024-02-17,주간,EQ-B04,PRD-006,1224,1070,1060.0,10,480,415.9,20.0,OP-001
LOG-00833,2024-02-17,주간,EQ-C01,PRD-002,544,410,403.0,7,480,343.8,25.0,OP-002
LOG-00834,2024-02-17,주간,EQ-C03,PRD-005,408,349,339.0,10,480,367.9,25.0,OP-017
LOG-00835,2024-02-17,주간,EQ-C04,PRD-006,1224,1126,1113.0,13,480,431.1,15.0,OP-008
LOG-00836,2024-02-19,주간,EQ-A01,PRD-002,544,422,416.0,6,480,365.0,20.0,OP-003
LOG-00837,2024-02-19,주간,EQ-A02,PRD-002,544,465,449.0,16,480,391.5,20.0,OP-008
LOG-00838,2024-02-19,주간,EQ-A03,PRD-004,699,465,447.0,18,480,304.7,15.0,OP-011
LOG-00839,2024-02-19,주간,EQ-A04,PRD-003,979,798,793.0,5,480,368.9,25.0,OP-011
LOG-00840,2024-02-19,주간,EQ-B01,PRD-001,816,719,711.0,8,480,379.9,20.0,OP-005
LOG-00841,2024-02-19,주간,EQ-B02,PRD-001,816,773,765.0,8,480,386.5,40.0,OP-010
LOG-00842,2024-02-19,주간,EQ-C01,PRD-002,544,511,,8,480,409.3,15.0,OP-005
LOG-00843,2024-02-19,주간,EQ-C02,PRD-003,979,951,920.0,31,480,418.0,25.0,OP-016
LOG-00844,2024-02-19,주간,EQ-C03,PRD-005,408,441,428.0,13,480,446.3,15.0,OP-020
LOG-00845,2024-02-19,주간,EQ-C04,PRD-003,979,894,885.0,9,480,408.6,30.0,OP-003
LOG-00846,2024-02-19,야간,EQ-A01,PRD-001,816,625,614.0,11,480,334.0,30.0,OP-009
LOG-00847,2024-02-19,야간,EQ-A02,PRD-001,816,722,702.0,20,480,411.2,20.0,OP-005
LOG-00848,2024-02-19,야간,EQ-A03,PRD-005,408,309,296.0,13,480,350.7,20.0,OP-004
LOG-00849,2024-02-19,야간,EQ-A04,PRD-006,1224,946,928.0,18,480,353.0,20.0,OP-008
LOG-00850,2024-02-19,야간,EQ-B01,PRD-002,544,576,572.0,4,480,451.5,15.0,OP-004
LOG-00851,2024-02-19,야간,EQ-B02,PRD-001,816,797,785.0,12,480,422.2,25.0,OP-008
LOG-00852,2024-02-19,야간,EQ-B03,PRD-005,408,428,414.0,14,480,429.0,20.0,OP-020
LOG-00853,2024-02-19,야간,EQ-C01,PRD-002,544,505,495.0,10,480,417.1,20.0,OP-003
LOG-00854,2024-02-19,야간,EQ-C02,PRD-001,816,696,692.0,4,480,368.6,25.0,OP-016
LOG-00855,2024-02-19,야간,EQ-C03,PRD-004,699,639,623.0,16,480,394.5,20.0,OP-017
LOG-00856,2024-02-19,야간,EQ-C04,PRD-003,979,808,804.0,4,480,361.4,20.0,OP-005
LOG-00857,2024-02-20,주간,EQ-A01,PRD-002,544,454,441.0,13,480,372.6,30.0,OP-014
LOG-00858,2024-02-20,주간,EQ-A02,PRD-001,816,630,612.0,18,480,355.4,30.0,OP-020
LOG-00859,2024-02-20,주간,EQ-A03,PRD-005,408,314,301.0,13,480,348.8,20.0,OP-008
LOG-00860,2024-02-20,주간,EQ-A04,PRD-006,1224,945,944.0,1,480,348.2,20.0,OP-006
LOG-00861,2024-02-20,주간,EQ-B01,PRD-003,979,979,,19,480,408.1,15.0,OP-003
LOG-00862,2024-02-20,주간,EQ-B02,PRD-003,979,758,754.0,4,480,353.9,15.0,OP-012
LOG-00863,2024-02-20,주간,EQ-B03,PRD-004,699,661,648.0,13,480,424.6,15.0,OP-017
LOG-00864,2024-02-20,주간,EQ-B04,PRD-003,979,818,808.0,10,480,370.4,30.0,OP-013
LOG-00865,2024-02-20,주간,EQ-C01,PRD-002,544,437,431.0,6,480,378.1,15.0,OP-002
LOG-00866,2024-02-20,주간,EQ-C03,PRD-005,408,349,341.0,8,480,405.5,25.0,OP-012
LOG-00867,2024-02-20,주간,EQ-C04,PRD-006,1224,1118,1108.0,10,480,415.4,25.0,OP-001
LOG-00868,2024-02-20,야간,EQ-A01,PRD-002,544,516,502.0,14,480,405.5,20.0,OP-003
LOG-00869,2024-02-20,야간,EQ-A02,PRD-002,544,411,397.0,14,480,355.6,,OP-008
LOG-00870,2024-02-20,야간,EQ-A04,PRD-003,979,787,777.0,10,480,375.1,20.0,OP-019
LOG-00871,2024-02-20,야간,EQ-B01,PRD-003,979,873,866.0,7,480,409.1,25.0,OP-011
LOG-00872,2024-02-20,야간,EQ-B02,PRD-001,816,784,773.0,11,480,427.6,20.0,OP-002
LOG-00873,2024-02-20,야간,EQ-B03,PRD-005,408,335,327.0,8,480,368.1,25.0,OP-018
LOG-00874,2024-02-20,야간,EQ-B04,PRD-006,1224,1193,1179.0,14,480,422.3,15.0,OP-006
LOG-00875,2024-02-20,야간,EQ-C02,PRD-003,979,780,774.0,6,480,375.3,20.0,OP-015
LOG-00876,2024-02-20,야간,EQ-C03,PRD-005,408,348,334.0,14,480,370.5,30.0,OP-006
LOG-00877,2024-02-20,야간,EQ-C04,PRD-003,979,937,923.0,14,480,396.2,20.0,OP-003
LOG-00878,2024-02-21,주간,EQ-A03,PRD-005,408,313,300.0,13,480,341.5,20.0,OP-002
LOG-00879,2024-02-21,주간,EQ-A04,PRD-006,1224,909,903.0,6,480,365.0,20.0,OP-007
LOG-00880,2024-02-21,주간,EQ-B01,PRD-001,816,782,779.0,3,480,422.3,20.0,OP-007
LOG-00881,2024-02-21,주간,EQ-B02,PRD-001,816,851,846.0,5,480,425.9,15.0,OP-011
LOG-00882,2024-02-21,주간,EQ-B03,PRD-005,408,394,384.0,10,480,431.2,30.0,OP-017
LOG-00883,2024-02-21,주간,EQ-B04,PRD-006,1224,1297,1284.0,13,480,450.5,15.0,OP-018
LOG-00884,2024-02-21,주간,EQ-C01,PRD-002,544,455,447.0,8,480,382.2,15.0,OP-009
LOG-00885,2024-02-21,주간,EQ-C02,PRD-001,816,778,770.0,8,480,401.5,20.0,OP-007
LOG-00886,2024-02-21,주간,EQ-C03,PRD-005,408,372,360.0,12,480,390.5,,OP-012
LOG-00887,2024-02-21,주간,EQ-C04,PRD-003,979,946,942.0,4,480,420.8,20.0,OP-011
LOG-00888,2024-02-21,야간,EQ-A01,PRD-002,544,407,395.0,12,480,355.3,20.0,OP-004
LOG-00889,2024-02-21,야간,EQ-A02,PRD-002,544,426,411.0,15,480,370.5,40.0,OP-014
LOG-00890,2024-02-21,야간,EQ-A03,PRD-005,408,52,49.0,3,480,307.6,30.0,OP-015
LOG-00891,2024-02-21,야간,EQ-A04,PRD-006,1224,927,918.0,9,480,387.0,15.0,OP-011
LOG-00892,2024-02-21,야간,EQ-B01,PRD-001,816,732,717.0,15,480,389.2,25.0,OP-016
LOG-00893,2024-02-21,야간,EQ-B02,PRD-003,979,929,914.0,15,480,411.4,15.0,OP-016
LOG-00894,2024-02-21,야간,EQ-B03,PRD-005,408,390,378.0,12,480,403.2,25.0,OP-017
LOG-00895,2024-02-21,야간,EQ-B04,PRD-006,1224,1107,1101.0,6,480,393.7,20.0,OP-003
LOG-00896,2024-02-21,야간,EQ-C01,PRD-003,979,802,792.0,10,480,371.9,15.0,OP-014
LOG-00897,2024-02-21,야간,EQ-C02,PRD-001,816,646,635.0,11,480,375.8,25.0,OP-014
LOG-00898,2024-02-21,야간,EQ-C03,PRD-004,699,629,611.0,18,480,378.3,,OP-018
LOG-00899,2024-02-21,야간,EQ-C04,PRD-006,1224,1237,1219.0,18,480,443.0,30.0,OP-011
LOG-00900,2024-02-22,주간,EQ-A01,PRD-001,816,663,646.0,17,480,365.2,25.0,OP-003
LOG-00901,2024-02-22,주간,EQ-A02,PRD-002,544,441,433.0,8,480,374.9,20.0,OP-010
LOG-00902,2024-02-22,주간,EQ-A03,PRD-005,408,294,286.0,8,480,299.0,25.0,OP-015
LOG-00903,2024-02-22,주간,EQ-A04,PRD-006,1224,973,956.0,17,480,361.6,25.0,OP-006
LOG-00904,2024-02-22,주간,EQ-B01,PRD-003,979,912,905.0,7,480,397.1,20.0,OP-015
LOG-00905,2024-02-22,주간,EQ-B02,PRD-002,544,483,479.0,4,480,389.4,30.0,OP-015
LOG-00906,2024-02-22,주간,EQ-B03,PRD-004,699,659,646.0,13,480,418.9,15.0,OP-012
LOG-00907,2024-02-22,주간,EQ-B04,PRD-006,1224,1245,1235.0,10,480,440.4,15.0,OP-009
LOG-00908,2024-02-22,주간,EQ-C01,PRD-003,979,845,836.0,9,480,396.2,25.0,OP-002
LOG-00909,2024-02-22,주간,EQ-C02,PRD-001,816,677,665.0,12,480,392.2,30.0,OP-013
LOG-00910,2024-02-22,주간,EQ-C03,PRD-005,408,359,350.0,9,480,396.1,15.0,OP-017
LOG-00911,2024-02-22,야간,EQ-A01,PRD-003,979,756,745.0,11,480,363.7,15.0,OP-006
LOG-00912,2024-02-22,야간,EQ-A04,PRD-003,979,702,696.0,6,480,345.4,15.0,OP-005
LOG-00913,2024-02-22,야간,EQ-B01,PRD-003,979,882,871.0,11,480,395.5,20.0,OP-015
LOG-00914,2024-02-22,야간,EQ-B02,PRD-001,816,880,866.0,14,480,440.2,20.0,OP-005
LOG-00915,2024-02-22,야간,EQ-B03,PRD-004,699,655,645.0,10,480,414.9,15.0,OP-008
LOG-00916,2024-02-22,야간,EQ-B04,PRD-006,1224,1251,1232.0,19,480,443.2,20.0,OP-012
LOG-00917,2024-02-22,야간,EQ-C01,PRD-002,544,484,476.0,8,480,389.8,15.0,OP-019
LOG-00918,2024-02-22,야간,EQ-C02,PRD-001,816,687,675.0,12,480,370.6,25.0,OP-020
LOG-00919,2024-02-22,야간,EQ-C04,PRD-003,979,826,820.0,6,480,386.4,15.0,OP-015
LOG-00920,2024-02-23,주간,EQ-A02,PRD-002,544,445,432.0,13,480,374.8,30.0,OP-012
LOG-00921,2024-02-23,주간,EQ-A03,PRD-005,408,279,,9,480,326.0,20.0,OP-003
LOG-00922,2024-02-23,주간,EQ-A04,PRD-003,979,822,821.0,1,480,377.9,30.0,OP-017
LOG-00923,2024-02-23,주간,EQ-B01,PRD-002,544,531,520.0,11,480,428.7,15.0,OP-013
LOG-00924,2024-02-23,주간,EQ-B02,PRD-002,544,541,535.0,6,480,443.4,25.0,OP-009
LOG-00925,2024-02-23,주간,EQ-B03,PRD-004,699,657,639.0,18,480,404.2,25.0,OP-004
LOG-00926,2024-02-23,주간,EQ-B04,PRD-003,979,960,959.0,1,480,400.0,30.0,OP-006
LOG-00927,2024-02-23,주간,EQ-C01,PRD-002,544,501,497.0,4,480,432.9,,OP-017
LOG-00928,2024-02-23,주간,EQ-C02,PRD-002,544,475,,10,480,405.8,15.0,OP-018
LOG-00929,2024-02-23,주간,EQ-C04,PRD-003,979,919,914.0,5,480,,25.0,OP-009
LOG-00930,2024-02-23,야간,EQ-A01,PRD-002,544,488,475.0,13,480,417.0,20.0,OP-015
LOG-00931,2024-02-23,야간,EQ-A02,PRD-001,816,637,624.0,13,480,346.5,30.0,OP-020
LOG-00932,2024-02-23,야간,EQ-A03,PRD-005,408,302,287.0,15,480,314.3,30.0,OP-016
