sensor_id,equipment_id,measurement_time,temperature,pressure,vibration,current,voltage,rpm,created_at
2556,INJ-001,2024-01-22 07:00:00,182.65,153.87,2.3804,45.94,218.15,1800.41,2026-01-30 00:45:52
2557,INJ-002,2024-01-22 07:00:00,178.73,147.7,1.9323,42.55,219.16,1757.84,2026-01-30 00:45:52
2558,PRESS-001,2024-01-22 07:00:00,83.31,197.47,3.8001,116.61,382.39,515.95,2026-01-30 00:45:52
2559,PRESS-002,2024-01-22 07:00:00,87.6,197.83,3.8563,120.33,386.46,492.08,2026-01-30 00:45:52
2560,ASM-001,2024-01-22 07:00:00,25.92,3.52,1.371,16.4,231.22,119.17,2026-01-30 00:45:52
2561,INJ-001,2024-01-22 08:00:00,182.69,149.35,2.6852,44.99,225.11,1806.75,2026-01-30 00:45:52
2562,INJ-002,2024-01-22 08:00:00,175.18,146.42,2.3278,43.3,216.15,1741.34,2026-01-30 00:45:52
2563,PRESS-001,2024-01-22 08:00:00,89.52,203.69,3.2052,115.27,380.38,517.87,2026-01-30 00:45:52
2564,PRESS-002,2024-01-22 08:00:00,86.96,201.06,3.8119,117.67,383.78,509.36,2026-01-30 00:45:52
2565,ASM-001,2024-01-22 08:00:00,24.43,8.01,1.1937,18.82,223.47,112.58,2026-01-30 00:45:52
2566,INJ-001,2024-01-22 09:00:00,184.08,152.62,2.4355,45.56,215.42,1820.79,2026-01-30 00:45:52
2567,INJ-002,2024-01-22 09:00:00,178.97,152.18,2.4527,43.14,215.27,1768.09,2026-01-30 00:45:52
2568,PRESS-001,2024-01-22 09:00:00,85.42,201.61,3.846,118.35,375.38,495.27,2026-01-30 00:45:52
2569,PRESS-002,2024-01-22 09:00:00,89.64,199.66,3.6209,119.51,373.99,503.25,2026-01-30 00:45:52
2570,ASM-001,2024-01-22 09:00:00,24.77,4.34,1.378,15.57,228.83,95.06,2026-01-30 00:45:52
2571,INJ-001,2024-01-22 10:00:00,185.86,153.63,2.4818,47.99,222.7,1752.94,2026-01-30 00:45:52
2572,INJ-002,2024-01-22 10:00:00,176.83,147.85,1.9178,41.67,217.06,1733.18,2026-01-30 00:45:52
2573,PRESS-001,2024-01-22 10:00:00,88.48,199.96,3.4927,121.1,382.85,433.3,2026-01-30 00:45:52
2574,PRESS-002,2024-01-22 10:00:00,86.71,193.76,3.8801,117.42,380.08,478.43,2026-01-30 00:45:52
2575,ASM-001,2024-01-22 10:00:00,24.38,9.35,1.4819,16.44,213.32,125.19,2026-01-30 00:45:52
2576,INJ-001,2024-01-22 11:00:00,183.64,149.65,2.095,46.91,217.04,1806.92,2026-01-30 00:45:52
2577,INJ-002,2024-01-22 11:00:00,178.08,144.62,2.297,46.16,216.71,1766.29,2026-01-30 00:45:52
2578,PRESS-001,2024-01-22 11:00:00,84.6,196.99,3.5002,121.38,386.77,529.49,2026-01-30 00:45:52
2579,PRESS-002,2024-01-22 11:00:00,87.41,195.04,3.7363,115.64,378.91,513.17,2026-01-30 00:45:52
2580,ASM-001,2024-01-22 11:00:00,26.45,-0.62,1.0533,13.55,225.94,77.72,2026-01-30 00:45:52
2581,INJ-001,2024-01-22 12:00:00,179.8,149.62,2.7086,46.19,220.61,1788.91,2026-01-30 00:45:52
2582,INJ-002,2024-01-22 12:00:00,175.49,146.59,1.985,40.53,221.26,1756.78,2026-01-30 00:45:52
2583,PRESS-001,2024-01-22 12:00:00,83.02,198.28,3.1327,122.75,373.5,510.85,2026-01-30 00:45:52
2584,PRESS-002,2024-01-22 12:00:00,87.93,201.87,3.6415,118.12,371.51,481.23,2026-01-30 00:45:52
2585,ASM-001,2024-01-22 12:00:00,26.19,0.64,1.1544,17.02,223.73,86.71,2026-01-30 00:45:52
2586,INJ-001,2024-01-22 13:00:00,184.64,151.53,2.7685,43.68,215.98,1789.5,2026-01-30 00:45:52
2587,INJ-002,2024-01-22 13:00:00,177.46,141.28,2.0003,47.68,219.11,1755.06,2026-01-30 00:45:52
2588,PRESS-001,2024-01-22 13:00:00,83.62,201.47,3.692,120.6,388.7,493.47,2026-01-30 00:45:52
2589,PRESS-002,2024-01-22 13:00:00,87.47,198.69,3.893,118.46,373.58,526.25,2026-01-30 00:45:52
2590,ASM-001,2024-01-22 13:00:00,24.25,4.26,1.2065,13.08,214.32,47.69,2026-01-30 00:45:52
2591,INJ-001,2024-01-22 14:00:00,184.93,151.67,2.4766,43.67,205.62,1785.43,2026-01-30 00:45:52
2592,INJ-002,2024-01-22 14:00:00,176.88,146.93,2.3317,45.61,218.36,1771.7,2026-01-30 00:45:52
2593,PRESS-001,2024-01-22 14:00:00,84.23,197.36,3.2989,117.87,383.3,485.15,2026-01-30 00:45:52
2594,PRESS-002,2024-01-22 14:00:00,85.93,200.14,3.8656,119.93,382.56,504.94,2026-01-30 00:45:52
2595,ASM-001,2024-01-22 14:00:00,25.15,6.38,1.0162,12.79,216.6,140.73,2026-01-30 00:45:52
2596,INJ-001,2024-01-22 15:00:00,184.28,153.7,2.4063,46.78,224.51,1819.05,2026-01-30 00:45:52
2597,INJ-002,2024-01-22 15:00:00,177.75,146.14,2.6427,39.76,221.74,1755.67,2026-01-30 00:45:52
2598,PRESS-001,2024-01-22 15:00:00,83.13,201.74,3.202,118.69,370.0,531.17,2026-01-30 00:45:52
2599,PRESS-002,2024-01-22 15:00:00,87.54,204.5,3.9606,118.9,377.07,499.07,2026-01-30 00:45:52
2600,ASM-001,2024-01-22 15:00:00,26.05,5.79,0.9321,11.97,215.21,136.42,2026-01-30 00:45:52
2601,INJ-001,2024-01-22 16:00:00,187.25,150.61,2.5298,44.33,215.33,1827.5,2026-01-30 00:45:52
2602,INJ-002,2024-01-22 16:00:00,173.21,144.75,2.21,42.16,225.93,1723.76,2026-01-30 00:45:52
2603,PRESS-001,2024-01-22 16:00:00,85.93,202.18,3.4716,121.79,380.74,524.34,2026-01-30 00:45:52
2604,PRESS-002,2024-01-22 16:00:00,84.96,196.95,3.7856,112.66,374.57,503.73,2026-01-30 00:45:52
2605,ASM-001,2024-01-22 16:00:00,26.9,3.88,1.0364,16.63,211.91,58.58,2026-01-30 00:45:52
2606,INJ-001,2024-01-22 17:00:00,185.72,145.66,2.2181,46.15,224.38,1815.78,2026-01-30 00:45:52
2607,INJ-002,2024-01-22 17:00:00,177.48,138.61,2.3901,41.94,216.26,1761.21,2026-01-30 00:45:52
2608,PRESS-001,2024-01-22 17:00:00,81.54,194.75,3.6267,120.98,380.68,482.4,2026-01-30 00:45:52
2609,PRESS-002,2024-01-22 17:00:00,89.49,200.04,3.8171,115.65,377.87,536.76,2026-01-30 00:45:52
2610,ASM-001,2024-01-22 17:00:00,27.65,5.02,1.1501,14.68,221.37,88.38,2026-01-30 00:45:52
2611,INJ-001,2024-01-22 18:00:00,183.12,153.58,2.8589,43.78,214.67,1797.26,2026-01-30 00:45:52
2612,INJ-002,2024-01-22 18:00:00,176.99,145.16,2.1415,40.36,224.33,1761.99,2026-01-30 00:45:52
2613,PRESS-001,2024-01-22 18:00:00,87.12,197.1,3.8677,116.51,383.55,461.81,2026-01-30 00:45:52
2614,PRESS-002,2024-01-22 18:00:00,86.42,202.68,3.9663,116.91,377.41,522.01,2026-01-30 00:45:52
2615,ASM-001,2024-01-22 18:00:00,26.03,9.75,1.1088,11.78,220.78,90.85,2026-01-30 00:45:52
2616,INJ-001,2024-01-22 19:00:00,180.87,150.89,2.4574,45.61,215.53,1809.73,2026-01-30 00:45:52
2617,INJ-002,2024-01-22 19:00:00,173.34,144.27,2.6484,44.57,225.39,1778.34,2026-01-30 00:45:52
2618,PRESS-001,2024-01-22 19:00:00,92.21,200.12,3.7841,122.03,384.98,535.48,2026-01-30 00:45:52
2619,PRESS-002,2024-01-22 19:00:00,87.16,196.5,3.864,117.63,381.59,551.25,2026-01-30 00:45:52
2620,ASM-001,2024-01-22 19:00:00,24.04,5.09,1.2349,14.54,210.43,88.4,2026-01-30 00:45:52
2621,INJ-001,2024-01-22 20:00:00,180.87,157.05,2.1921,42.68,220.15,1758.49,2026-01-30 00:45:52
2622,INJ-002,2024-01-22 20:00:00,178.65,146.79,2.2454,40.86,219.03,1747.91,2026-01-30 00:45:52
2623,PRESS-001,2024-01-22 20:00:00,85.62,199.5,3.5342,119.63,375.92,501.17,2026-01-30 00:45:52
2624,PRESS-002,2024-01-22 20:00:00,88.01,199.1,3.6994,117.52,379.4,518.82,2026-01-30 00:45:52
2625,ASM-001,2024-01-22 20:00:00,27.1,6.98,1.2394,15.31,223.84,114.27,2026-01-30 00:45:52
2626,INJ-001,2024-01-22 21:00:00,185.09,145.26,2.4004,41.25,228.61,1794.52,2026-01-30 00:45:52
2627,INJ-002,2024-01-22 21:00:00,174.27,141.19,2.0573,45.89,223.37,1769.16,2026-01-30 00:45:52
2628,PRESS-001,2024-01-22 21:00:00,81.12,202.93,3.5065,119.58,378.16,540.23,2026-01-30 00:45:52
2629,PRESS-002,2024-01-22 21:00:00,87.89,201.94,4.0237,117.52,384.0,527.28,2026-01-30 00:45:52
2630,ASM-001,2024-01-22 21:00:00,21.19,3.27,1.384,14.81,213.51,85.53,2026-01-30 00:45:52
2631,INJ-001,2024-01-22 22:00:00,181.74,154.34,2.4342,46.06,211.78,1792.71,2026-01-30 00:45:52
2632,INJ-002,2024-01-22 22:00:00,172.45,148.7,2.1868,41.99,219.97,1773.35,2026-01-30 00:45:52
2633,PRESS-001,2024-01-22 22:00:00,85.16,202.65,3.6492,122.86,382.91,503.03,2026-01-30 00:45:52
2634,PRESS-002,2024-01-22 22:00:00,85.6,198.44,3.5251,116.2,376.5,514.88,2026-01-30 00:45:52
2635,ASM-001,2024-01-22 22:00:00,24.68,3.31,0.8776,17.05,216.64,78.26,2026-01-30 00:45:52
2636,INJ-001,2024-01-22 23:00:00,180.69,147.11,3.0039,44.85,223.09,1761.17,2026-01-30 00:45:52
2637,INJ-002,2024-01-22 23:00:00,177.21,147.91,2.289,41.74,225.57,1791.43,2026-01-30 00:45:52
2638,PRESS-001,2024-01-22 23:00:00,84.48,195.51,3.5034,120.79,386.06,483.64,2026-01-30 00:45:52
2639,PRESS-002,2024-01-22 23:00:00,84.51,196.86,3.7119,117.77,382.97,495.43,2026-01-30 00:45:52
2640,ASM-001,2024-01-22 23:00:00,28.5,2.78,1.4817,14.25,214.28,90.06,2026-01-30 00:45:52
2641,INJ-001,2024-01-23 00:00:00,184.24,146.43,2.3892,42.39,215.5,1822.08,2026-01-30 00:45:52
2642,INJ-002,2024-01-23 00:00:00,179.54,146.49,1.6447,43.59,224.67,1754.49,2026-01-30 00:45:52
2643,PRESS-001,2024-01-23 00:00:00,84.81,198.95,3.5376,118.47,382.28,506.07,2026-01-30 00:45:52
2644,PRESS-002,2024-01-23 00:00:00,91.3,203.76,3.8762,116.42,374.59,500.94,2026-01-30 00:45:52
2645,ASM-001,2024-01-23 00:00:00,25.89,8.21,1.522,12.97,225.9,102.44,2026-01-30 00:45:52
2646,INJ-001,2024-01-23 01:00:00,179.27,145.54,2.5581,41.69,227.76,1804.92,2026-01-30 00:45:52
2647,INJ-002,2024-01-23 01:00:00,173.68,140.49,2.3157,41.97,222.73,1751.91,2026-01-30 00:45:52
2648,PRESS-001,2024-01-23 01:00:00,86.93,196.89,3.7611,124.69,383.28,529.86,2026-01-30 00:45:52
2649,PRESS-002,2024-01-23 01:00:00,93.7,196.86,3.6893,115.73,378.91,499.93,2026-01-30 00:45:52
2650,ASM-001,2024-01-23 01:00:00,25.01,-0.4,0.9381,13.18,221.74,110.4,2026-01-30 00:45:52
2651,INJ-001,2024-01-23 02:00:00,185.17,150.57,2.5749,42.66,224.84,1846.78,2026-01-30 00:45:52
2652,INJ-002,2024-01-23 02:00:00,172.91,143.19,2.1013,39.22,221.1,1750.42,2026-01-30 00:45:52
2653,PRESS-001,2024-01-23 02:00:00,83.17,196.83,3.6528,121.3,373.15,474.5,2026-01-30 00:45:52
2654,PRESS-002,2024-01-23 02:00:00,89.58,202.02,3.84,118.53,379.67,506.76,2026-01-30 00:45:52
2655,ASM-001,2024-01-23 02:00:00,23.6,-1.0,0.9287,15.41,209.3,108.78,2026-01-30 00:45:52
2656,INJ-001,2024-01-23 03:00:00,180.64,151.04,2.6069,44.72,226.32,1793.58,2026-01-30 00:45:52
2657,INJ-002,2024-01-23 03:00:00,175.85,148.84,2.0159,40.72,214.9,1733.68,2026-01-30 00:45:52
2658,PRESS-001,2024-01-23 03:00:00,85.21,194.64,3.3437,120.18,381.01,516.13,2026-01-30 00:45:52
2659,PRESS-002,2024-01-23 03:00:00,89.67,198.14,7.6514,117.39,380.87,497.26,2026-01-30 00:45:52
2660,ASM-001,2024-01-23 03:00:00,23.39,4.0,1.1812,17.51,228.71,93.67,2026-01-30 00:45:52
2661,INJ-001,2024-01-23 04:00:00,180.01,149.3,2.2823,45.12,226.54,1797.02,2026-01-30 00:45:52
2662,INJ-002,2024-01-23 04:00:00,176.78,138.34,2.6052,40.33,231.66,1784.51,2026-01-30 00:45:52
2663,PRESS-001,2024-01-23 04:00:00,83.65,200.33,3.5046,118.35,376.43,495.93,2026-01-30 00:45:52
2664,PRESS-002,2024-01-23 04:00:00,89.11,198.55,3.8567,118.86,384.41,525.33,2026-01-30 00:45:52
2665,ASM-001,2024-01-23 04:00:00,23.12,4.71,1.2796,15.8,220.9,95.34,2026-01-30 00:45:52
2666,INJ-001,2024-01-23 05:00:00,187.49,151.93,2.7017,43.58,222.98,1800.66,2026-01-30 00:45:52
2667,INJ-002,2024-01-23 05:00:00,171.13,143.7,2.6312,42.13,208.9,1749.37,2026-01-30 00:45:52
2668,PRESS-001,2024-01-23 05:00:00,85.61,202.0,3.5243,119.71,374.78,486.32,2026-01-30 00:45:52
2669,PRESS-002,2024-01-23 05:00:00,83.27,203.36,4.0495,119.0,374.43,488.36,2026-01-30 00:45:52
2670,ASM-001,2024-01-23 05:00:00,22.5,10.47,1.5724,14.55,220.55,69.82,2026-01-30 00:45:52
2671,INJ-001,2024-01-23 06:00:00,183.87,148.04,2.3626,44.44,222.12,1760.65,2026-01-30 00:45:52
2672,INJ-002,2024-01-23 06:00:00,173.81,147.43,2.182,43.26,209.5,1763.06,2026-01-30 00:45:52
2673,PRESS-001,2024-01-23 06:00:00,82.32,202.13,3.5373,116.1,375.85,511.83,2026-01-30 00:45:52
2674,PRESS-002,2024-01-23 06:00:00,85.28,201.71,3.9692,118.83,386.3,553.53,2026-01-30 00:45:52
2675,ASM-001,2024-01-23 06:00:00,26.36,5.91,1.4425,17.34,222.85,105.97,2026-01-30 00:45:52
2676,INJ-001,2024-01-23 07:00:00,184.59,153.19,2.6831,45.48,220.41,1767.77,2026-01-30 00:45:52
2677,INJ-002,2024-01-23 07:00:00,176.73,148.33,2.2745,41.17,218.67,1778.83,2026-01-30 00:45:52
2678,PRESS-001,2024-01-23 07:00:00,83.52,204.56,3.4689,118.92,386.81,524.92,2026-01-30 00:45:52
2679,PRESS-002,2024-01-23 07:00:00,89.38,197.07,3.6769,118.34,381.34,545.74,2026-01-30 00:45:52
2680,ASM-001,2024-01-23 07:00:00,23.35,6.42,1.2628,15.2,218.66,101.38,2026-01-30 00:45:52
2681,INJ-001,2024-01-23 08:00:00,180.2,153.8,2.5993,45.73,226.33,1774.89,2026-01-30 00:45:52
2682,INJ-002,2024-01-23 08:00:00,175.77,145.88,1.9537,43.72,218.0,1733.86,2026-01-30 00:45:52
2683,PRESS-001,2024-01-23 08:00:00,84.33,192.68,3.3817,118.59,382.79,496.84,2026-01-30 00:45:52
2684,PRESS-002,2024-01-23 08:00:00,89.28,190.35,7.5019,119.11,378.46,536.91,2026-01-30 00:45:52
2685,ASM-001,2024-01-23 08:00:00,21.39,8.19,1.0722,13.53,224.96,123.24,2026-01-30 00:45:52
2686,INJ-001,2024-01-23 09:00:00,187.72,156.12,2.7534,43.41,220.71,1792.8,2026-01-30 00:45:52
2687,INJ-002,2024-01-23 09:00:00,177.21,144.43,2.4756,40.54,221.25,1731.24,2026-01-30 00:45:52
2688,PRESS-001,2024-01-23 09:00:00,81.62,202.35,3.6817,120.91,379.09,474.67,2026-01-30 00:45:52
2689,PRESS-002,2024-01-23 09:00:00,85.68,195.09,3.7533,120.15,385.3,487.03,2026-01-30 00:45:52
2690,ASM-001,2024-01-23 09:00:00,23.61,3.84,0.6937,16.13,218.77,97.74,2026-01-30 00:45:52
2691,INJ-001,2024-01-23 10:00:00,185.05,150.26,2.4139,46.14,225.29,1805.93,2026-01-30 00:45:52
2692,INJ-002,2024-01-23 10:00:00,174.71,144.75,2.3226,41.49,217.16,1777.56,2026-01-30 00:45:52
2693,PRESS-001,2024-01-23 10:00:00,89.02,204.78,3.2353,117.16,374.05,502.69,2026-01-30 00:45:52
2694,PRESS-002,2024-01-23 10:00:00,82.38,196.23,4.0814,119.96,377.45,511.33,2026-01-30 00:45:52
2695,ASM-001,2024-01-23 10:00:00,26.13,8.81,1.0934,14.53,217.17,73.37,2026-01-30 00:45:52
2696,INJ-001,2024-01-23 11:00:00,182.13,149.11,2.2479,46.29,222.42,1813.91,2026-01-30 00:45:52
2697,INJ-002,2024-01-23 11:00:00,171.03,146.4,2.1672,41.22,213.71,1744.49,2026-01-30 00:45:52
2698,PRESS-001,2024-01-23 11:00:00,88.15,198.48,3.282,121.3,380.86,457.61,2026-01-30 00:45:52
2699,PRESS-002,2024-01-23 11:00:00,89.32,204.39,3.2799,115.53,365.76,518.49,2026-01-30 00:45:52
2700,ASM-001,2024-01-23 11:00:00,26.98,6.32,1.4784,16.66,228.51,123.2,2026-01-30 00:45:52
2701,INJ-001,2024-01-23 12:00:00,186.35,150.2,2.3263,44.54,220.31,1798.3,2026-01-30 00:45:52
2702,INJ-002,2024-01-23 12:00:00,174.34,142.2,2.1261,44.31,212.98,1745.98,2026-01-30 00:45:52
2703,PRESS-001,2024-01-23 12:00:00,87.66,200.88,3.4851,119.93,374.85,482.86,2026-01-30 00:45:52
2704,PRESS-002,2024-01-23 12:00:00,87.61,198.81,3.9896,118.19,386.76,552.1,2026-01-30 00:45:52
2705,ASM-001,2024-01-23 12:00:00,26.59,9.67,1.0019,12.7,222.59,73.18,2026-01-30 00:45:52
2706,INJ-001,2024-01-23 13:00:00,181.52,152.31,2.7827,44.49,216.75,1806.41,2026-01-30 00:45:52
2707,INJ-002,2024-01-23 13:00:00,174.65,144.98,2.2944,43.18,215.83,1735.46,2026-01-30 00:45:52
2708,PRESS-001,2024-01-23 13:00:00,83.51,195.14,3.5684,121.79,383.98,494.75,2026-01-30 00:45:52
2709,PRESS-002,2024-01-23 13:00:00,86.38,200.23,3.9278,118.43,388.72,519.47,2026-01-30 00:45:52
2710,ASM-001,2024-01-23 13:00:00,24.49,4.8,0.8878,16.32,219.47,110.2,2026-01-30 00:45:52
2711,INJ-001,2024-01-23 14:00:00,184.46,148.83,2.0324,45.96,220.83,1785.35,2026-01-30 00:45:52
2712,INJ-002,2024-01-23 14:00:00,176.57,142.16,2.2397,45.95,216.39,1751.33,2026-01-30 00:45:52
2713,PRESS-001,2024-01-23 14:00:00,79.75,195.55,3.5315,122.46,373.19,501.49,2026-01-30 00:45:52
2714,PRESS-002,2024-01-23 14:00:00,87.25,200.86,3.5564,118.86,376.73,524.46,2026-01-30 00:45:52
2715,ASM-001,2024-01-23 14:00:00,25.14,5.24,1.2956,15.09,219.34,92.87,2026-01-30 00:45:52
2716,INJ-001,2024-01-23 15:00:00,182.48,150.67,2.3022,44.3,214.72,1799.2,2026-01-30 00:45:52
2717,INJ-002,2024-01-23 15:00:00,176.54,147.02,2.1155,43.0,223.19,1746.49,2026-01-30 00:45:52
2718,PRESS-001,2024-01-23 15:00:00,83.54,196.72,3.6709,121.81,378.96,515.32,2026-01-30 00:45:52
2719,PRESS-002,2024-01-23 15:00:00,82.07,201.98,3.7686,118.28,378.4,547.91,2026-01-30 00:45:52
2720,ASM-001,2024-01-23 15:00:00,22.88,10.42,1.2793,16.25,218.35,73.84,2026-01-30 00:45:52
2721,INJ-001,2024-01-23 16:00:00,187.49,150.93,2.7723,44.61,217.9,1827.76,2026-01-30 00:45:52
2722,INJ-002,2024-01-23 16:00:00,175.02,142.74,2.4621,42.49,223.0,1744.81,2026-01-30 00:45:52
2723,PRESS-001,2024-01-23 16:00:00,88.13,197.9,3.5961,119.02,378.59,491.76,2026-01-30 00:45:52
2724,PRESS-002,2024-01-23 16:00:00,89.48,200.76,7.6961,117.78,380.7,537.95,2026-01-30 00:45:52
2725,ASM-001,2024-01-23 16:00:00,26.86,-2.07,1.1456,14.55,223.35,98.66,2026-01-30 00:45:52
2726,INJ-001,2024-01-23 17:00:00,186.05,146.76,2.552,46.8,212.63,1850.27,2026-01-30 00:45:52
2727,INJ-002,2024-01-23 17:00:00,175.0,142.51,2.265,43.17,222.2,1780.01,2026-01-30 00:45:52
2728,PRESS-001,2024-01-23 17:00:00,84.05,201.69,3.2415,119.17,381.88,513.83,2026-01-30 00:45:52
2729,PRESS-002,2024-01-23 17:00:00,86.49,196.68,7.2401,120.32,381.04,475.27,2026-01-30 00:45:52
2730,ASM-001,2024-01-23 17:00:00,30.02,5.94,1.1375,13.96,221.88,107.73,2026-01-30 00:45:52
2731,INJ-001,2024-01-23 18:00:00,181.78,147.22,2.4375,49.06,221.12,1796.55,2026-01-30 00:45:52
2732,INJ-002,2024-01-23 18:00:00,176.01,148.09,2.4749,42.48,221.81,1783.43,2026-01-30 00:45:52
2733,PRESS-001,2024-01-23 18:00:00,87.14,197.65,2.9908,120.59,383.99,478.22,2026-01-30 00:45:52
2734,PRESS-002,2024-01-23 18:00:00,87.98,197.21,3.8209,116.91,386.45,522.96,2026-01-30 00:45:52
2735,ASM-001,2024-01-23 18:00:00,23.24,8.75,0.9472,17.57,224.96,127.8,2026-01-30 00:45:52
2736,INJ-001,2024-01-23 19:00:00,182.93,148.51,2.5168,44.83,216.74,1788.93,2026-01-30 00:45:52
2737,INJ-002,2024-01-23 19:00:00,172.66,147.03,2.2895,42.38,214.45,1726.79,2026-01-30 00:45:52
2738,PRESS-001,2024-01-23 19:00:00,88.87,198.12,3.6221,120.33,366.12,535.85,2026-01-30 00:45:52
2739,PRESS-002,2024-01-23 19:00:00,89.37,195.7,3.7943,115.7,389.13,501.85,2026-01-30 00:45:52
2740,ASM-001,2024-01-23 19:00:00,23.95,3.81,1.2161,17.74,228.95,92.02,2026-01-30 00:45:52
2741,INJ-001,2024-01-23 20:00:00,188.04,150.41,2.3363,49.85,226.81,1803.78,2026-01-30 00:45:52
2742,INJ-002,2024-01-23 20:00:00,178.36,142.09,2.5816,42.55,227.62,1749.9,2026-01-30 00:45:52
2743,PRESS-001,2024-01-23 20:00:00,85.97,206.65,3.0964,117.52,376.37,478.43,2026-01-30 00:45:52
2744,PRESS-002,2024-01-23 20:00:00,86.3,199.86,3.6749,122.28,376.58,514.76,2026-01-30 00:45:52
2745,ASM-001,2024-01-23 20:00:00,25.42,11.8,0.9674,15.36,222.61,105.42,2026-01-30 00:45:52
2746,INJ-001,2024-01-23 21:00:00,184.62,143.47,2.5353,49.9,214.92,1803.41,2026-01-30 00:45:52
2747,INJ-002,2024-01-23 21:00:00,175.99,148.77,2.3893,41.32,217.79,1737.39,2026-01-30 00:45:52
2748,PRESS-001,2024-01-23 21:00:00,85.4,197.28,3.5485,119.84,373.51,503.2,2026-01-30 00:45:52
2749,PRESS-002,2024-01-23 21:00:00,88.31,195.97,3.918,116.1,380.46,483.79,2026-01-30 00:45:52
2750,ASM-001,2024-01-23 21:00:00,27.15,4.43,0.9398,16.43,223.45,87.34,2026-01-30 00:45:52
2751,INJ-001,2024-01-23 22:00:00,186.09,151.82,2.732,43.21,217.08,1776.33,2026-01-30 00:45:52
2752,INJ-002,2024-01-23 22:00:00,177.24,149.96,2.2771,43.96,217.64,1754.4,2026-01-30 00:45:52
2753,PRESS-001,2024-01-23 22:00:00,85.75,206.15,3.7092,120.24,377.23,523.77,2026-01-30 00:45:52
2754,PRESS-002,2024-01-23 22:00:00,87.82,193.64,3.5999,118.08,387.16,543.32,2026-01-30 00:45:52
2755,ASM-001,2024-01-23 22:00:00,24.82,7.24,1.2367,18.83,214.59,75.83,2026-01-30 00:45:52
2756,INJ-001,2024-01-23 23:00:00,184.27,149.19,2.7697,41.48,214.64,1767.55,2026-01-30 00:45:52
2757,INJ-002,2024-01-23 23:00:00,177.41,146.84,2.0113,43.26,222.96,1764.08,2026-01-30 00:45:52
2758,PRESS-001,2024-01-23 23:00:00,81.88,195.64,3.5121,117.64,377.88,518.06,2026-01-30 00:45:52
2759,PRESS-002,2024-01-23 23:00:00,87.98,195.14,3.9881,119.18,385.7,518.37,2026-01-30 00:45:52
2760,ASM-001,2024-01-23 23:00:00,24.55,5.65,1.0523,13.63,221.0,71.75,2026-01-30 00:45:52
2761,INJ-001,2024-01-24 00:00:00,182.31,147.86,2.1224,44.44,220.31,1808.98,2026-01-30 00:45:52
2762,INJ-002,2024-01-24 00:00:00,175.19,143.54,2.2368,44.32,228.24,1765.11,2026-01-30 00:45:52
2763,PRESS-001,2024-01-24 00:00:00,84.75,200.1,3.4214,119.56,380.34,514.27,2026-01-30 00:45:52
2764,PRESS-002,2024-01-24 00:00:00,88.44,199.48,6.2168,115.85,385.54,518.78,2026-01-30 00:45:52
2765,ASM-001,2024-01-24 00:00:00,26.63,1.53,1.1108,15.49,221.98,104.46,2026-01-30 00:45:52
2766,INJ-001,2024-01-24 01:00:00,180.59,152.28,2.3593,46.36,227.98,1789.11,2026-01-30 00:45:52
2767,INJ-002,2024-01-24 01:00:00,176.95,142.92,2.1035,42.42,215.31,1736.17,2026-01-30 00:45:52
2768,PRESS-001,2024-01-24 01:00:00,86.78,198.28,3.3949,120.5,380.84,488.62,2026-01-30 00:45:52
2769,PRESS-002,2024-01-24 01:00:00,88.11,189.94,3.2289,116.12,389.02,513.81,2026-01-30 00:45:52
2770,ASM-001,2024-01-24 01:00:00,23.66,9.54,1.6735,15.92,228.48,94.91,2026-01-30 00:45:52
2771,INJ-001,2024-01-24 02:00:00,182.14,145.19,2.4693,45.16,230.15,1774.1,2026-01-30 00:45:52
2772,INJ-002,2024-01-24 02:00:00,174.17,145.67,2.366,44.16,220.23,1729.04,2026-01-30 00:45:52
2773,PRESS-001,2024-01-24 02:00:00,89.49,204.08,3.4704,120.77,378.65,516.21,2026-01-30 00:45:52
2774,PRESS-002,2024-01-24 02:00:00,89.83,201.3,3.7572,119.36,374.32,513.78,2026-01-30 00:45:52
2775,ASM-001,2024-01-24 02:00:00,23.24,10.98,1.5258,15.38,222.54,107.92,2026-01-30 00:45:52
2776,INJ-001,2024-01-24 03:00:00,177.76,157.99,2.1099,43.8,214.9,1802.99,2026-01-30 00:45:52
2777,INJ-002,2024-01-24 03:00:00,175.47,144.0,2.457,44.99,216.84,1753.73,2026-01-30 00:45:52
2778,PRESS-001,2024-01-24 03:00:00,83.2,203.32,3.6771,123.27,374.79,478.3,2026-01-30 00:45:52
2779,PRESS-002,2024-01-24 03:00:00,91.15,191.24,3.8573,111.57,383.98,542.36,2026-01-30 00:45:52
2780,ASM-001,2024-01-24 03:00:00,21.9,3.57,1.285,16.86,219.43,82.78,2026-01-30 00:45:52
2781,INJ-001,2024-01-24 04:00:00,185.78,154.15,2.9187,43.87,216.86,1797.36,2026-01-30 00:45:52
2782,INJ-002,2024-01-24 04:00:00,178.43,144.5,2.3596,42.4,213.55,1774.08,2026-01-30 00:45:52
2783,PRESS-001,2024-01-24 04:00:00,81.31,195.13,3.406,118.94,378.91,497.91,2026-01-30 00:45:52
2784,PRESS-002,2024-01-24 04:00:00,89.13,199.08,3.4611,117.95,381.41,500.21,2026-01-30 00:45:52
