timestamp,equipment_id,power_kwh,voltage,current,power_factor
2024-01-23 23:15:00,LINE-A-01,5.21,232.1,24.4,0.921
2024-01-23 23:30:00,LINE-A-01,5.07,218.3,25.25,0.901
2024-01-23 23:45:00,LINE-A-01,7.06,223.4,34.37,0.928
2024-01-24 00:00:00,LINE-A-01,5.41,227.1,25.88,0.93
2024-01-24 00:15:00,LINE-A-01,10.06,222.9,49.06,0.923
2024-01-24 00:30:00,LINE-A-01,8.25,213.3,42.04,0.951
2024-01-24 00:45:00,LINE-A-01,5.83,227.4,27.84,0.901
2024-01-24 01:00:00,LINE-A-01,5.44,222.2,26.6,0.907
2024-01-24 01:15:00,LINE-A-01,7.04,216.6,35.3,0.905
2024-01-24 01:30:00,LINE-A-01,8.25,214.8,41.72,0.898
2024-01-24 01:45:00,LINE-A-01,6.97,224.1,33.79,0.927
2024-01-24 02:00:00,LINE-A-01,6.39,229.1,30.32,0.947
2024-01-24 02:15:00,LINE-A-01,7.34,216.2,36.91,0.883
2024-01-24 02:30:00,LINE-A-01,6.65,225.4,32.06,0.903
2024-01-24 02:45:00,LINE-A-01,3.91,223.7,18.98,0.923
2024-01-24 03:00:00,LINE-A-01,3.29,222.5,16.08,0.911
2024-01-24 03:15:00,LINE-A-01,7.21,214.5,36.56,0.911
2024-01-24 03:30:00,LINE-A-01,4.59,220.0,22.7,0.932
2024-01-24 03:45:00,LINE-A-01,6.94,221.5,34.05,0.917
2024-01-24 04:00:00,LINE-A-01,6.93,220.8,34.1,0.917
2024-01-24 04:15:00,LINE-A-01,5.75,223.2,28.02,0.888
2024-01-24 04:30:00,LINE-A-01,7.76,221.8,38.01,0.935
2024-01-24 04:45:00,LINE-A-01,5.35,218.0,26.69,0.912
2024-01-24 05:00:00,LINE-A-01,8.0,226.6,38.38,0.927
2024-01-24 05:15:00,LINE-A-01,9.7,214.9,49.07,0.899
2024-01-24 05:30:00,LINE-A-01,6.97,219.1,34.58,0.926
2024-01-24 05:45:00,LINE-A-01,5.64,224.8,27.26,0.885
2024-01-24 06:00:00,LINE-A-01,5.07,226.8,24.32,0.935
2024-01-24 06:15:00,LINE-A-01,6.78,216.3,34.07,0.969
2024-01-24 06:30:00,LINE-A-01,7.14,220.3,35.23,0.889
2024-01-24 06:45:00,LINE-A-01,4.68,216.9,23.45,0.938
2024-01-24 07:00:00,LINE-A-01,5.7,215.6,28.74,0.908
2024-01-24 07:15:00,LINE-A-01,7.85,219.7,38.83,0.934
2024-01-24 07:30:00,LINE-A-01,4.7,221.3,23.09,0.906
2024-01-24 07:45:00,LINE-A-01,5.9,213.4,30.07,0.92
2024-01-24 08:00:00,LINE-A-01,19.14,219.5,94.79,0.934
2024-01-24 08:15:00,LINE-A-01,15.42,220.8,75.9,0.947
2024-01-24 08:30:00,LINE-A-01,18.55,217.4,92.75,0.932
2024-01-24 08:45:00,LINE-A-01,19.21,222.4,93.91,0.938
2024-01-24 09:00:00,LINE-A-01,20.12,219.2,99.78,0.891
2024-01-24 09:15:00,LINE-A-01,18.93,227.1,90.59,0.902
2024-01-24 09:30:00,LINE-A-01,16.64,219.4,82.43,0.923
2024-01-24 09:45:00,LINE-A-01,20.42,213.4,104.01,0.921
2024-01-24 10:00:00,LINE-A-01,17.93,220.3,88.49,0.907
2024-01-24 10:15:00,LINE-A-01,16.1,223.0,78.5,0.904
2024-01-24 10:30:00,LINE-A-01,19.38,221.5,95.14,0.92
2024-01-24 10:45:00,LINE-A-01,17.59,226.6,84.36,0.933
2024-01-24 11:00:00,LINE-A-01,19.4,216.2,97.52,0.937
2024-01-24 11:15:00,LINE-A-01,15.29,226.0,73.56,0.932
2024-01-24 11:30:00,LINE-A-01,17.53,212.6,89.6,0.934
2024-01-24 11:45:00,LINE-A-01,18.45,222.5,90.15,0.9
2024-01-24 12:00:00,LINE-A-01,4.8,224.5,23.22,0.929
2024-01-24 12:15:00,LINE-A-01,8.83,223.4,42.97,0.881
2024-01-24 12:30:00,LINE-A-01,6.02,213.9,30.59,0.939
2024-01-24 12:45:00,LINE-A-01,4.14,226.8,19.82,0.931
2024-01-24 13:00:00,LINE-A-01,14.06,227.7,67.11,0.937
2024-01-24 13:15:00,LINE-A-01,13.71,214.3,69.52,0.912
2024-01-24 13:30:00,LINE-A-01,17.33,221.4,85.05,0.885
2024-01-24 13:45:00,LINE-A-01,19.17,219.8,94.81,0.913
2024-01-24 14:00:00,LINE-A-01,19.55,222.1,95.67,0.916
2024-01-24 14:15:00,LINE-A-01,17.21,213.9,87.46,0.94
2024-01-24 14:30:00,LINE-A-01,17.12,217.1,85.72,0.939
2024-01-24 14:45:00,LINE-A-01,17.75,218.8,88.19,0.927
2024-01-24 15:00:00,LINE-A-01,17.19,213.7,87.43,0.93
2024-01-24 15:15:00,LINE-A-01,17.88,224.0,86.73,0.937
2024-01-24 15:30:00,LINE-A-01,17.46,222.8,85.18,0.904
2024-01-24 15:45:00,LINE-A-01,19.03,222.4,93.02,0.952
2024-01-24 16:00:00,LINE-A-01,20.8,218.1,103.66,0.91
2024-01-24 16:15:00,LINE-A-01,15.37,221.4,75.46,0.948
2024-01-24 16:30:00,LINE-A-01,20.0,221.0,98.41,0.923
2024-01-24 16:45:00,LINE-A-01,16.92,213.1,86.35,0.925
2024-01-24 17:00:00,LINE-A-01,16.42,220.5,80.93,0.938
2024-01-24 17:15:00,LINE-A-01,18.62,228.4,88.61,0.878
2024-01-24 17:30:00,LINE-A-01,13.38,208.1,69.88,0.927
2024-01-24 17:45:00,LINE-A-01,16.87,220.5,83.17,0.898
2024-01-24 18:00:00,LINE-A-01,16.03,213.4,81.64,0.917
2024-01-24 18:15:00,LINE-A-01,13.41,216.7,67.27,0.935
2024-01-24 18:30:00,LINE-A-01,16.22,209.9,83.97,0.877
2024-01-24 18:45:00,LINE-A-01,13.15,224.4,63.71,0.919
2024-01-24 19:00:00,LINE-A-01,12.47,220.1,61.56,0.952
2024-01-24 19:15:00,LINE-A-01,11.19,217.8,55.85,0.93
2024-01-24 19:30:00,LINE-A-01,13.99,228.6,66.51,0.911
2024-01-24 19:45:00,LINE-A-01,14.96,215.9,75.31,0.903
2024-01-24 20:00:00,LINE-A-01,13.1,228.0,62.47,0.889
2024-01-24 20:15:00,LINE-A-01,14.84,225.8,71.46,0.916
2024-01-24 20:30:00,LINE-A-01,12.26,216.5,61.57,0.876
2024-01-24 20:45:00,LINE-A-01,13.14,225.1,63.42,0.942
2024-01-24 21:00:00,LINE-A-01,15.01,217.8,74.88,0.929
2024-01-24 21:15:00,LINE-A-01,12.34,219.7,61.06,0.915
2024-01-24 21:30:00,LINE-A-01,14.46,220.9,71.17,0.945
2024-01-24 21:45:00,LINE-A-01,11.44,219.6,56.63,0.947
2024-01-24 22:00:00,LINE-A-01,6.81,227.4,32.55,0.954
2024-01-24 22:15:00,LINE-A-01,7.97,220.4,39.34,0.943
2024-01-24 22:30:00,LINE-A-01,7.23,214.3,36.66,0.952
2024-01-24 22:45:00,LINE-A-01,6.23,224.0,30.21,0.931
2024-01-24 23:00:00,LINE-A-01,7.58,214.8,38.36,0.94
2024-01-24 23:15:00,LINE-A-01,6.07,220.6,29.89,0.944
2024-01-24 23:30:00,LINE-A-01,4.31,226.0,20.72,0.921
2024-01-24 23:45:00,LINE-A-01,6.75,212.1,34.57,0.908
2024-01-25 00:00:00,LINE-A-01,5.53,214.8,27.97,0.892
2024-01-25 00:15:00,LINE-A-01,6.6,227.7,31.52,0.863
2024-01-25 00:30:00,LINE-A-01,5.17,218.7,25.7,0.931
2024-01-25 00:45:00,LINE-A-01,3.52,219.1,17.46,0.887
2024-01-25 01:00:00,LINE-A-01,8.61,218.0,42.93,0.903
2024-01-25 01:15:00,LINE-A-01,8.36,214.8,42.31,0.935
2024-01-25 01:30:00,LINE-A-01,4.94,219.7,24.44,0.897
2024-01-25 01:45:00,LINE-A-01,7.84,223.4,38.12,0.951
2024-01-25 02:00:00,LINE-A-01,5.7,215.1,28.81,0.944
2024-01-25 02:15:00,LINE-A-01,6.79,222.9,33.11,0.941
2024-01-25 02:30:00,LINE-A-01,6.31,217.7,31.51,0.937
2024-01-25 02:45:00,LINE-A-01,7.21,227.4,34.44,0.909
2024-01-25 03:00:00,LINE-A-01,8.78,215.7,44.25,0.91
2024-01-25 03:15:00,LINE-A-01,5.54,222.7,27.06,0.932
2024-01-25 03:30:00,LINE-A-01,5.49,228.8,26.1,0.94
2024-01-25 03:45:00,LINE-A-01,6.34,222.5,30.95,0.918
2024-01-25 04:00:00,LINE-A-01,5.78,214.4,29.31,0.933
2024-01-25 04:15:00,LINE-A-01,5.15,222.7,25.16,0.91
2024-01-25 04:30:00,LINE-A-01,8.19,209.4,42.49,0.937
2024-01-25 04:45:00,LINE-A-01,5.72,223.1,27.86,0.865
2024-01-25 05:00:00,LINE-A-01,4.53,220.9,22.28,0.916
2024-01-25 05:15:00,LINE-A-01,5.6,220.1,27.68,0.937
2024-01-25 05:30:00,LINE-A-01,5.94,223.6,28.86,0.925
2024-01-25 05:45:00,LINE-A-01,8.38,218.0,41.79,0.925
2024-01-25 06:00:00,LINE-A-01,6.45,226.9,30.88,0.903
2024-01-25 06:15:00,LINE-A-01,6.12,220.4,30.16,0.943
2024-01-25 06:30:00,LINE-A-01,4.96,226.8,23.78,0.919
2024-01-25 06:45:00,LINE-A-01,5.63,214.8,28.5,0.909
2024-01-25 07:00:00,LINE-A-01,8.67,217.2,43.38,0.952
2024-01-25 07:15:00,LINE-A-01,6.22,211.2,31.99,0.929
2024-01-25 07:30:00,LINE-A-01,3.54,226.7,16.99,0.907
2024-01-25 07:45:00,LINE-A-01,4.72,233.2,22.02,0.938
2024-01-25 08:00:00,LINE-A-01,17.47,225.7,84.14,0.924
2024-01-25 08:15:00,LINE-A-01,19.12,214.9,96.71,0.95
2024-01-25 08:30:00,LINE-A-01,17.05,220.6,84.0,0.947
2024-01-25 08:45:00,LINE-A-01,20.44,210.6,105.49,0.927
2024-01-25 09:00:00,LINE-A-01,19.35,218.8,96.11,0.926
2024-01-25 09:15:00,LINE-A-01,19.89,227.5,95.06,0.912
2024-01-25 09:30:00,LINE-A-01,20.3,213.8,103.22,0.916
2024-01-25 09:45:00,LINE-A-01,17.57,205.2,93.09,0.92
2024-01-25 10:00:00,LINE-A-01,18.04,225.3,87.05,0.897
2024-01-25 10:15:00,LINE-A-01,20.48,220.3,101.05,0.959
2024-01-25 10:30:00,LINE-A-01,18.39,222.5,89.84,0.903
2024-01-25 10:45:00,LINE-A-01,17.86,225.4,86.16,0.938
2024-01-25 11:00:00,LINE-A-01,16.56,221.4,81.28,0.911
2024-01-25 11:15:00,LINE-A-01,19.51,222.3,95.41,0.95
2024-01-25 11:30:00,LINE-A-01,17.81,223.6,86.58,0.895
2024-01-25 11:45:00,LINE-A-01,19.03,220.3,93.91,0.939
2024-01-25 12:00:00,LINE-A-01,6.98,217.5,34.87,0.913
2024-01-25 12:15:00,LINE-A-01,7.75,216.9,38.83,0.926
2024-01-25 12:30:00,LINE-A-01,5.82,218.4,28.95,0.913
2024-01-25 12:45:00,LINE-A-01,3.52,229.6,16.67,0.911
2024-01-25 13:00:00,LINE-A-01,16.54,210.1,85.56,0.909
2024-01-25 13:15:00,LINE-A-01,17.39,214.0,88.33,0.856
2024-01-25 13:30:00,LINE-A-01,17.27,214.4,87.58,0.932
2024-01-25 13:45:00,LINE-A-01,13.63,219.1,67.61,0.915
2024-01-25 14:00:00,LINE-A-01,18.1,217.1,90.63,0.899
2024-01-25 14:15:00,LINE-A-01,17.28,219.5,85.57,0.952
2024-01-25 14:30:00,LINE-A-01,16.1,217.4,80.5,0.921
2024-01-25 14:45:00,LINE-A-01,17.21,230.1,81.29,0.909
2024-01-25 15:00:00,LINE-A-01,17.94,220.1,88.62,0.929
2024-01-25 15:15:00,LINE-A-01,18.49,214.1,93.88,0.927
2024-01-25 15:30:00,LINE-A-01,19.02,217.6,95.0,0.903
2024-01-25 15:45:00,LINE-A-01,17.21,223.7,83.61,0.918
2024-01-25 16:00:00,LINE-A-01,15.75,227.6,75.21,0.933
2024-01-25 16:15:00,LINE-A-01,15.76,225.7,75.89,0.895
2024-01-25 16:30:00,LINE-A-01,16.13,218.0,80.43,0.94
2024-01-25 16:45:00,LINE-A-01,18.26,230.4,86.15,0.911
2024-01-25 17:00:00,LINE-A-01,15.95,219.3,79.04,0.94
2024-01-25 17:15:00,LINE-A-01,16.45,215.5,82.94,0.918
2024-01-25 17:30:00,LINE-A-01,16.68,223.2,81.25,0.925
2024-01-25 17:45:00,LINE-A-01,17.8,209.5,92.4,0.926
2024-01-25 18:00:00,LINE-A-01,16.23,219.9,80.23,0.934
2024-01-25 18:15:00,LINE-A-01,13.94,219.7,68.94,0.919
2024-01-25 18:30:00,LINE-A-01,13.32,220.0,65.82,0.908
2024-01-25 18:45:00,LINE-A-01,12.91,226.7,61.87,0.885
2024-01-25 19:00:00,LINE-A-01,14.11,224.6,68.3,0.931
2024-01-25 19:15:00,LINE-A-01,13.57,221.7,66.55,0.896
2024-01-25 19:30:00,LINE-A-01,12.4,213.8,63.05,0.883
2024-01-25 19:45:00,LINE-A-01,13.43,213.7,68.34,0.923
2024-01-25 20:00:00,LINE-A-01,13.26,223.8,64.39,0.916
2024-01-25 20:15:00,LINE-A-01,14.88,225.5,71.72,0.875
2024-01-25 20:30:00,LINE-A-01,13.32,229.2,63.15,0.967
2024-01-25 20:45:00,LINE-A-01,10.82,226.9,51.81,0.906
2024-01-25 21:00:00,LINE-A-01,15.01,214.0,76.22,0.954
2024-01-25 21:15:00,LINE-A-01,12.86,226.1,61.82,0.929
2024-01-25 21:30:00,LINE-A-01,13.05,216.4,65.55,0.931
2024-01-25 21:45:00,LINE-A-01,13.9,210.9,71.61,0.92
2024-01-25 22:00:00,LINE-A-01,6.39,211.3,32.88,0.911
2024-01-25 22:15:00,LINE-A-01,4.07,215.3,20.54,0.939
2024-01-25 22:30:00,LINE-A-01,5.96,220.8,29.36,0.931
2024-01-25 22:45:00,LINE-A-01,4.24,218.9,21.07,0.957
2024-01-25 23:00:00,LINE-A-01,7.53,213.0,38.42,0.956
2024-01-25 23:15:00,LINE-A-01,8.13,225.8,39.16,0.944
2024-01-25 23:30:00,LINE-A-01,6.94,215.4,35.03,0.904
2024-01-25 23:45:00,LINE-A-01,9.0,212.0,46.15,0.895
2024-01-26 00:00:00,LINE-A-01,4.11,217.5,20.55,0.928
2024-01-26 00:15:00,LINE-A-01,2.51,216.8,12.58,0.922
2024-01-26 00:30:00,LINE-A-01,6.48,219.3,32.12,0.947
2024-01-26 00:45:00,LINE-A-01,4.13,220.0,20.41,0.917
2024-01-26 01:00:00,LINE-A-01,7.39,206.7,38.86,0.934
2024-01-26 01:15:00,LINE-A-01,4.97,212.1,25.45,0.937
2024-01-26 01:30:00,LINE-A-01,5.33,225.6,25.67,0.885
2024-01-26 01:45:00,LINE-A-01,5.84,220.9,28.76,0.922
2024-01-26 02:00:00,LINE-A-01,3.51,219.2,17.42,0.951
2024-01-26 02:15:00,LINE-A-01,5.96,218.7,29.62,0.929
2024-01-26 02:30:00,LINE-A-01,8.43,220.6,41.54,0.951
2024-01-26 02:45:00,LINE-A-01,6.67,216.4,33.48,0.917
2024-01-26 03:00:00,LINE-A-01,7.73,223.2,37.62,0.944
2024-01-26 03:15:00,LINE-A-01,8.13,222.6,39.7,0.906
2024-01-26 03:30:00,LINE-A-01,5.63,214.5,28.53,0.918
2024-01-26 03:45:00,LINE-A-01,7.27,223.1,35.4,0.941
2024-01-26 04:00:00,LINE-A-01,5.67,217.3,28.37,0.93
2024-01-26 04:15:00,LINE-A-01,6.17,220.4,30.45,0.933
2024-01-26 04:30:00,LINE-A-01,3.88,226.6,18.62,0.913
2024-01-26 04:45:00,LINE-A-01,5.25,222.2,25.67,0.942
2024-01-26 05:00:00,LINE-A-01,6.57,220.5,32.41,0.913
2024-01-26 05:15:00,LINE-A-01,4.58,226.6,21.96,0.942
2024-01-26 05:30:00,LINE-A-01,5.87,215.8,29.55,0.915
2024-01-26 05:45:00,LINE-A-01,6.47,221.0,31.8,0.927
2024-01-26 06:00:00,LINE-A-01,4.92,224.6,23.8,0.928
2024-01-26 06:15:00,LINE-A-01,4.92,219.0,24.44,0.904
2024-01-26 06:30:00,LINE-A-01,3.1,222.3,15.18,0.899
2024-01-26 06:45:00,LINE-A-01,7.04,222.4,34.4,0.977
2024-01-26 07:00:00,LINE-A-01,3.52,215.7,17.72,0.941
2024-01-26 07:15:00,LINE-A-01,6.07,229.3,28.77,0.936
2024-01-26 07:30:00,LINE-A-01,5.74,218.0,28.61,0.938
2024-01-26 07:45:00,LINE-A-01,8.16,218.7,40.54,0.954
2024-01-26 08:00:00,LINE-A-01,15.85,229.7,75.0,0.929
2024-01-26 08:15:00,LINE-A-01,19.19,222.0,93.94,0.958
2024-01-26 08:30:00,LINE-A-01,16.3,215.2,82.34,0.936
2024-01-26 08:45:00,LINE-A-01,18.62,226.8,89.21,0.907
2024-01-26 09:00:00,LINE-A-01,18.12,209.7,93.94,0.922
2024-01-26 09:15:00,LINE-A-01,18.53,221.9,90.75,0.911
2024-01-26 09:30:00,LINE-A-01,16.19,223.6,78.7,0.904
2024-01-26 09:45:00,LINE-A-01,19.91,220.5,98.16,0.882
2024-01-26 10:00:00,LINE-A-01,16.33,219.1,81.04,0.904
2024-01-26 10:15:00,LINE-A-01,19.17,218.7,95.3,0.888
2024-01-26 10:30:00,LINE-A-01,17.7,223.8,85.94,0.92
2024-01-26 10:45:00,LINE-A-01,17.52,231.8,82.16,0.929
2024-01-26 11:00:00,LINE-A-01,19.7,212.5,100.78,0.911
2024-01-26 11:15:00,LINE-A-01,16.43,212.6,83.99,0.923
2024-01-26 11:30:00,LINE-A-01,17.32,215.6,87.3,0.916
2024-01-26 11:45:00,LINE-A-01,17.6,226.8,84.35,0.923
2024-01-26 12:00:00,LINE-A-01,7.59,206.9,39.87,0.953
2024-01-26 12:15:00,LINE-A-01,2.46,212.3,12.62,0.938
2024-01-26 12:30:00,LINE-A-01,8.17,226.0,39.29,0.937
2024-01-26 12:45:00,LINE-A-01,4.29,224.5,20.76,0.923
2024-01-26 13:00:00,LINE-A-01,17.74,225.4,85.54,0.934
2024-01-26 13:15:00,LINE-A-01,19.25,227.2,92.13,0.975
2024-01-26 13:30:00,LINE-A-01,17.31,217.8,86.4,0.885
2024-01-26 13:45:00,LINE-A-01,15.75,226.5,75.58,0.946
2024-01-26 14:00:00,LINE-A-01,17.85,211.2,91.83,0.94
2024-01-26 14:15:00,LINE-A-01,16.23,224.3,78.68,0.921
2024-01-26 14:30:00,LINE-A-01,19.1,220.2,94.25,0.907
2024-01-26 14:45:00,LINE-A-01,18.9,220.1,93.34,0.878
2024-01-26 15:00:00,LINE-A-01,15.84,215.8,79.81,0.899
2024-01-26 15:15:00,LINE-A-01,17.68,217.4,88.38,0.903
2024-01-26 15:30:00,LINE-A-01,18.8,214.7,95.19,0.936
2024-01-26 15:45:00,LINE-A-01,16.11,223.5,78.35,0.903
2024-01-26 16:00:00,LINE-A-01,16.33,220.0,80.65,0.928
2024-01-26 16:15:00,LINE-A-01,17.5,227.5,83.58,0.891
2024-01-26 16:30:00,LINE-A-01,17.0,216.4,85.39,0.92
2024-01-26 16:45:00,LINE-A-01,16.47,218.8,81.81,0.898
2024-01-26 17:00:00,LINE-A-01,18.39,231.4,86.38,0.933
2024-01-26 17:15:00,LINE-A-01,18.55,214.8,93.87,0.919
2024-01-26 17:30:00,LINE-A-01,17.94,206.3,94.51,0.936
2024-01-26 17:45:00,LINE-A-01,17.6,214.4,89.22,0.915
2024-01-26 18:00:00,LINE-A-01,14.82,230.1,70.0,0.892
2024-01-26 18:15:00,LINE-A-01,15.71,214.1,79.77,0.918
2024-01-26 18:30:00,LINE-A-01,11.59,224.0,56.25,0.917
2024-01-26 18:45:00,LINE-A-01,12.07,221.8,59.18,0.931
2024-01-26 19:00:00,LINE-A-01,13.19,219.3,65.36,0.877
2024-01-26 19:15:00,LINE-A-01,16.91,217.1,84.68,0.927
2024-01-26 19:30:00,LINE-A-01,12.89,224.1,62.55,0.91
2024-01-26 19:45:00,LINE-A-01,12.72,220.9,62.58,0.889
2024-01-26 20:00:00,LINE-A-01,12.83,216.6,64.41,0.917
2024-01-26 20:15:00,LINE-A-01,12.83,219.4,63.54,0.94
2024-01-26 20:30:00,LINE-A-01,9.98,218.7,49.58,0.918
2024-01-26 20:45:00,LINE-A-01,13.47,215.2,68.02,0.908
2024-01-26 21:00:00,LINE-A-01,13.99,217.2,69.99,0.915
2024-01-26 21:15:00,LINE-A-01,13.67,221.4,67.12,0.953
2024-01-26 21:30:00,LINE-A-01,11.58,222.4,56.6,0.889
2024-01-26 21:45:00,LINE-A-01,13.66,216.5,68.57,0.914
2024-01-26 22:00:00,LINE-A-01,6.9,214.1,35.03,0.957
2024-01-26 22:15:00,LINE-A-01,10.81,212.0,55.42,0.909
2024-01-26 22:30:00,LINE-A-01,2.91,225.0,14.07,0.935
2024-01-26 22:45:00,LINE-A-01,4.46,217.5,22.29,0.923
2024-01-26 23:00:00,LINE-A-01,6.93,223.2,33.76,0.915
2024-01-26 23:15:00,LINE-A-01,8.63,215.6,43.51,0.911
2024-01-26 23:30:00,LINE-A-01,5.92,222.1,28.95,0.912
2024-01-26 23:45:00,LINE-A-01,5.62,213.0,28.65,0.904
2024-01-27 00:00:00,LINE-A-01,5.96,219.4,29.53,0.926
2024-01-27 00:15:00,LINE-A-01,7.06,218.3,35.12,0.925
2024-01-27 00:30:00,LINE-A-01,8.19,215.6,41.29,0.943
2024-01-27 00:45:00,LINE-A-01,8.05,215.5,40.63,0.967
2024-01-27 01:00:00,LINE-A-01,7.96,218.6,39.57,0.951
2024-01-27 01:15:00,LINE-A-01,7.13,215.2,35.99,0.953
2024-01-27 01:30:00,LINE-A-01,3.18,221.1,15.64,0.901
2024-01-27 01:45:00,LINE-A-01,5.52,223.3,26.89,0.922
2024-01-27 02:00:00,LINE-A-01,7.27,222.6,35.5,0.904
2024-01-27 02:15:00,LINE-A-01,5.76,219.2,28.57,0.953
2024-01-27 02:30:00,LINE-A-01,7.22,216.8,36.2,0.921
2024-01-27 02:45:00,LINE-A-01,6.19,216.4,31.11,0.899
2024-01-27 03:00:00,LINE-A-01,8.38,220.0,41.42,0.886
2024-01-27 03:15:00,LINE-A-01,6.29,223.8,30.55,0.922
2024-01-27 03:30:00,LINE-A-01,8.15,211.6,41.85,0.957
2024-01-27 03:45:00,LINE-A-01,5.18,221.7,25.41,0.951
2024-01-27 04:00:00,LINE-A-01,8.48,229.0,40.25,0.961
2024-01-27 04:15:00,LINE-A-01,6.68,225.1,32.23,0.945
2024-01-27 04:30:00,LINE-A-01,5.0,216.7,25.07,0.939
2024-01-27 04:45:00,LINE-A-01,7.65,213.2,38.99,0.92
2024-01-27 05:00:00,LINE-A-01,5.77,227.9,27.52,0.962
2024-01-27 05:15:00,LINE-A-01,3.78,213.7,19.21,0.893
2024-01-27 05:30:00,LINE-A-01,4.41,219.5,21.82,0.903
2024-01-27 05:45:00,LINE-A-01,7.53,221.2,37.01,0.918
2024-01-27 06:00:00,LINE-A-01,6.49,225.0,31.36,0.937
2024-01-27 06:15:00,LINE-A-01,3.25,210.6,16.76,0.944
2024-01-27 06:30:00,LINE-A-01,5.32,224.5,25.74,0.951
2024-01-27 06:45:00,LINE-A-01,7.23,220.0,35.7,0.946
2024-01-27 07:00:00,LINE-A-01,4.15,219.3,20.55,0.941
2024-01-27 07:15:00,LINE-A-01,4.64,210.9,23.91,0.936
2024-01-27 07:30:00,LINE-A-01,5.42,221.1,26.65,0.916
2024-01-27 07:45:00,LINE-A-01,6.87,229.9,32.49,0.948
2024-01-27 08:00:00,LINE-A-01,19.38,226.2,93.11,0.917
2024-01-27 08:15:00,LINE-A-01,18.8,219.2,93.22,0.868
2024-01-27 08:30:00,LINE-A-01,17.37,226.0,83.53,0.936
2024-01-27 08:45:00,LINE-A-01,17.86,222.8,87.14,0.932
2024-01-27 09:00:00,LINE-A-01,19.34,223.3,94.14,0.947
2024-01-27 09:15:00,LINE-A-01,15.29,218.4,76.08,0.917
2024-01-27 09:30:00,LINE-A-01,19.13,219.4,94.74,0.933
2024-01-27 09:45:00,LINE-A-01,16.92,217.1,84.69,0.941
2024-01-27 10:00:00,LINE-A-01,16.6,222.2,81.22,0.952
2024-01-27 10:15:00,LINE-A-01,19.05,217.1,95.37,0.941
2024-01-27 10:30:00,LINE-A-01,17.71,218.6,88.08,0.919
2024-01-27 10:45:00,LINE-A-01,21.01,221.6,103.07,0.945
2024-01-27 11:00:00,LINE-A-01,18.43,223.3,89.75,0.905
2024-01-27 11:15:00,LINE-A-01,17.4,222.0,85.22,0.963
2024-01-27 11:30:00,LINE-A-01,18.54,217.0,92.88,0.91
2024-01-27 11:45:00,LINE-A-01,14.65,215.5,73.89,0.932
2024-01-27 12:00:00,LINE-A-01,6.69,209.4,34.72,0.924
2024-01-27 12:15:00,LINE-A-01,4.37,216.3,21.94,0.896
2024-01-27 12:30:00,LINE-A-01,7.1,216.7,35.6,0.932
2024-01-27 12:45:00,LINE-A-01,7.0,215.5,35.33,0.92
2024-01-27 13:00:00,LINE-A-01,17.33,222.7,84.57,0.931
2024-01-27 13:15:00,LINE-A-01,16.35,219.0,81.14,0.935
2024-01-27 13:30:00,LINE-A-01,19.16,211.6,98.41,0.89
2024-01-27 13:45:00,LINE-A-01,17.16,221.5,84.22,0.972
2024-01-27 14:00:00,LINE-A-01,18.16,214.3,92.1,0.908
2024-01-27 14:15:00,LINE-A-01,17.45,226.3,83.84,0.914
2024-01-27 14:30:00,LINE-A-01,18.18,216.1,91.44,0.926
2024-01-27 14:45:00,LINE-A-01,16.55,211.9,84.9,0.886
2024-01-27 15:00:00,LINE-A-01,17.61,216.4,88.46,0.862
2024-01-27 15:15:00,LINE-A-01,19.68,220.5,97.05,0.965
2024-01-27 15:30:00,LINE-A-01,17.11,231.8,80.25,0.935
2024-01-27 15:45:00,LINE-A-01,19.37,219.6,95.84,0.944
2024-01-27 16:00:00,LINE-A-01,16.87,212.1,86.43,0.903
2024-01-27 16:15:00,LINE-A-01,16.45,221.6,80.68,0.915
2024-01-27 16:30:00,LINE-A-01,15.88,221.0,78.11,0.926
2024-01-27 16:45:00,LINE-A-01,15.87,225.2,76.61,0.921
2024-01-27 17:00:00,LINE-A-01,15.86,218.6,78.88,0.938
2024-01-27 17:15:00,LINE-A-01,16.0,225.9,76.97,0.944
2024-01-27 17:30:00,LINE-A-01,17.7,214.7,89.61,0.96
2024-01-27 17:45:00,LINE-A-01,17.21,219.5,85.21,0.91
2024-01-27 18:00:00,LINE-A-01,10.93,211.8,56.08,0.937
2024-01-27 18:15:00,LINE-A-01,13.77,225.5,66.37,0.908
2024-01-27 18:30:00,LINE-A-01,12.67,214.4,64.23,0.911
2024-01-27 18:45:00,LINE-A-01,12.41,220.7,61.09,0.906
2024-01-27 19:00:00,LINE-A-01,13.55,215.0,68.53,0.911
2024-01-27 19:15:00,LINE-A-01,13.04,218.8,64.78,0.881
2024-01-27 19:30:00,LINE-A-01,13.98,212.1,71.66,0.947
2024-01-27 19:45:00,LINE-A-01,12.53,225.9,60.26,0.912
2024-01-27 20:00:00,LINE-A-01,12.75,219.5,63.15,0.887
2024-01-27 20:15:00,LINE-A-01,12.54,215.7,63.21,0.944
2024-01-27 20:30:00,LINE-A-01,14.87,219.9,73.49,0.947
2024-01-27 20:45:00,LINE-A-01,11.34,215.3,57.27,0.932
2024-01-27 21:00:00,LINE-A-01,15.0,213.8,76.27,0.925
2024-01-27 21:15:00,LINE-A-01,12.12,225.6,58.4,0.924
