operation_id,equipment_id,start_time,end_time,operation_status,stop_reason,stop_category,operator_id,notes,created_at
557,PRESS-001,2024-01-16 13:38:20,2024-01-16 15:34:58,RUNNING,,,OP002,,2026-01-30 00:43:52
558,PRESS-001,2024-01-16 15:42:58,2024-01-16 19:34:18,RUNNING,,,OP003,,2026-01-30 00:43:52
559,PRESS-001,2024-01-16 19:42:18,2024-01-16 23:35:47,RUNNING,,,OP010,,2026-01-30 00:43:52
560,PRESS-001,2024-01-16 23:44:47,2024-01-16 23:59:59,RUNNING,,,OP005,,2026-01-30 00:43:52
561,PRESS-002,2024-01-16 08:00:00,2024-01-16 10:41:46,RUNNING,,,OP001,,2026-01-30 00:43:52
562,PRESS-002,2024-01-16 10:45:46,2024-01-16 12:26:14,RUNNING,,,OP003,,2026-01-30 00:43:52
563,PRESS-002,2024-01-16 12:31:14,2024-01-16 15:13:03,RUNNING,,,OP010,,2026-01-30 00:43:52
564,PRESS-002,2024-01-16 15:21:03,2024-01-16 18:04:08,RUNNING,,,OP001,,2026-01-30 00:43:52
565,PRESS-002,2024-01-16 18:09:08,2024-01-16 18:57:37,IDLE,전공정 대기,기타,OP001,,2026-01-30 00:43:52
566,PRESS-002,2024-01-16 19:05:37,2024-01-16 20:24:03,RUNNING,,,OP010,,2026-01-30 00:43:52
567,PRESS-002,2024-01-16 20:28:03,2024-01-16 22:49:00,RUNNING,,,OP004,,2026-01-30 00:43:52
568,PRESS-002,2024-01-16 22:55:00,2024-01-16 23:56:29,BREAKDOWN,모터 고장,고장정지,OP009,,2026-01-30 00:43:52
569,ASM-001,2024-01-16 08:00:00,2024-01-16 08:49:40,IDLE,자재 대기,자재대기,OP002,,2026-01-30 00:43:52
570,ASM-001,2024-01-16 08:53:40,2024-01-16 09:21:12,IDLE,자재 대기,자재대기,OP002,,2026-01-30 00:43:52
571,ASM-001,2024-01-16 09:26:12,2024-01-16 13:17:38,RUNNING,,,OP003,,2026-01-30 00:43:52
572,ASM-001,2024-01-16 13:26:38,2024-01-16 14:22:44,IDLE,자재 대기,자재대기,OP010,,2026-01-30 00:43:52
573,ASM-001,2024-01-16 14:27:44,2024-01-16 14:56:16,SETUP,제품 변경,계획정지,OP002,,2026-01-30 00:43:52
574,ASM-001,2024-01-16 15:02:16,2024-01-16 15:41:59,IDLE,점심시간,계획정지,OP002,,2026-01-30 00:43:52
575,ASM-001,2024-01-16 15:46:59,2024-01-16 18:08:20,RUNNING,,,OP010,,2026-01-30 00:43:52
576,ASM-001,2024-01-16 18:10:20,2024-01-16 21:15:23,RUNNING,,,OP003,,2026-01-30 00:43:52
577,INJ-001,2024-01-17 08:00:00,2024-01-17 09:10:37,SETUP,금형 교체,계획정지,OP001,,2026-01-30 00:43:52
578,INJ-001,2024-01-17 09:18:37,2024-01-17 12:51:38,RUNNING,,,OP003,,2026-01-30 00:43:52
579,INJ-001,2024-01-17 13:00:38,2024-01-17 16:29:07,RUNNING,,,OP010,,2026-01-30 00:43:52
580,INJ-001,2024-01-17 16:37:07,2024-01-17 18:37:54,RUNNING,,,OP003,,2026-01-30 00:43:52
581,INJ-001,2024-01-17 18:47:54,2024-01-17 22:09:48,RUNNING,,,OP010,,2026-01-30 00:43:52
582,INJ-001,2024-01-17 22:10:48,2024-01-17 23:59:59,RUNNING,,,OP006,,2026-01-30 00:43:52
583,INJ-002,2024-01-17 08:00:00,2024-01-17 10:19:25,RUNNING,,,OP002,,2026-01-30 00:43:52
584,INJ-002,2024-01-17 10:20:25,2024-01-17 10:40:03,IDLE,작업 지시 대기,기타,OP003,,2026-01-30 00:43:52
585,INJ-002,2024-01-17 10:45:03,2024-01-17 12:30:07,RUNNING,,,OP003,,2026-01-30 00:43:52
586,INJ-002,2024-01-17 12:36:07,2024-01-17 13:45:27,RUNNING,,,OP002,,2026-01-30 00:43:52
587,INJ-002,2024-01-17 13:50:27,2024-01-17 14:36:13,IDLE,점심시간,계획정지,OP001,,2026-01-30 00:43:52
588,INJ-002,2024-01-17 14:37:13,2024-01-17 16:01:07,RUNNING,,,OP001,,2026-01-30 00:43:52
589,PRESS-001,2024-01-17 08:00:00,2024-01-17 09:01:27,RUNNING,,,OP001,,2026-01-30 00:43:52
590,PRESS-001,2024-01-17 09:07:27,2024-01-17 09:42:22,IDLE,점심시간,계획정지,OP002,,2026-01-30 00:43:52
591,PRESS-001,2024-01-17 09:46:22,2024-01-17 11:04:57,RUNNING,,,OP001,,2026-01-30 00:43:52
592,PRESS-001,2024-01-17 11:10:57,2024-01-17 11:33:52,SETUP,제품 변경,계획정지,OP002,,2026-01-30 00:43:52
593,PRESS-001,2024-01-17 11:43:52,2024-01-17 14:03:06,RUNNING,,,OP002,,2026-01-30 00:43:52
594,PRESS-001,2024-01-17 14:07:06,2024-01-17 17:52:40,RUNNING,,,OP002,,2026-01-30 00:43:52
595,PRESS-001,2024-01-17 18:02:40,2024-01-17 19:18:17,RUNNING,,,OP002,,2026-01-30 00:43:52
596,PRESS-001,2024-01-17 19:20:17,2024-01-17 22:06:24,RUNNING,,,OP001,,2026-01-30 00:43:52
597,PRESS-001,2024-01-17 22:13:24,2024-01-17 23:59:59,RUNNING,,,OP005,,2026-01-30 00:43:52
598,PRESS-002,2024-01-17 08:00:00,2024-01-17 09:44:40,RUNNING,,,OP001,,2026-01-30 00:43:52
599,PRESS-002,2024-01-17 09:54:40,2024-01-17 13:14:53,RUNNING,,,OP003,,2026-01-30 00:43:52
600,PRESS-002,2024-01-17 13:15:53,2024-01-17 13:52:44,IDLE,전공정 대기,기타,OP002,,2026-01-30 00:43:52
601,PRESS-002,2024-01-17 14:01:44,2024-01-17 15:54:56,RUNNING,,,OP010,,2026-01-30 00:43:52
602,PRESS-002,2024-01-17 15:55:56,2024-01-17 16:26:27,IDLE,작업 지시 대기,기타,OP010,,2026-01-30 00:43:52
603,PRESS-002,2024-01-17 16:30:27,2024-01-17 19:05:32,RUNNING,,,OP001,,2026-01-30 00:43:52
604,PRESS-002,2024-01-17 19:06:32,2024-01-17 19:59:52,IDLE,작업 지시 대기,기타,OP010,,2026-01-30 00:43:52
605,ASM-001,2024-01-17 08:00:00,2024-01-17 11:17:17,RUNNING,,,OP002,,2026-01-30 00:43:52
606,ASM-001,2024-01-17 11:19:17,2024-01-17 12:21:46,RUNNING,,,OP001,,2026-01-30 00:43:52
607,ASM-001,2024-01-17 12:25:46,2024-01-17 16:16:32,RUNNING,,,OP001,,2026-01-30 00:43:52
608,ASM-001,2024-01-17 16:23:32,2024-01-17 18:39:46,RUNNING,,,OP010,,2026-01-30 00:43:52
609,ASM-001,2024-01-17 18:46:46,2024-01-17 20:36:43,RUNNING,,,OP002,,2026-01-30 00:43:52
610,ASM-001,2024-01-17 20:41:43,2024-01-17 23:59:59,RUNNING,,,OP004,,2026-01-30 00:43:52
611,INJ-001,2024-01-18 08:00:00,2024-01-18 09:55:49,RUNNING,,,OP001,,2026-01-30 00:43:52
612,INJ-001,2024-01-18 10:02:49,2024-01-18 10:18:58,IDLE,자재 대기,자재대기,OP002,,2026-01-30 00:43:52
613,INJ-001,2024-01-18 10:25:58,2024-01-18 12:21:38,RUNNING,,,OP001,,2026-01-30 00:43:52
614,INJ-001,2024-01-18 12:24:38,2024-01-18 15:30:54,RUNNING,,,OP002,,2026-01-30 00:43:52
615,INJ-001,2024-01-18 15:33:54,2024-01-18 18:08:03,RUNNING,,,OP003,,2026-01-30 00:43:52
616,INJ-001,2024-01-18 18:13:03,2024-01-18 21:28:00,RUNNING,,,OP002,,2026-01-30 00:43:52
617,INJ-001,2024-01-18 21:33:00,2024-01-18 23:59:59,BREAKDOWN,모터 고장,고장정지,OP009,,2026-01-30 00:43:52
618,INJ-002,2024-01-18 08:00:00,2024-01-18 10:29:18,RUNNING,,,OP001,,2026-01-30 00:43:52
619,INJ-002,2024-01-18 10:38:18,2024-01-18 14:12:59,RUNNING,,,OP010,,2026-01-30 00:43:52
620,INJ-002,2024-01-18 14:15:59,2024-01-18 17:35:11,RUNNING,,,OP003,,2026-01-30 00:43:52
621,INJ-002,2024-01-18 17:45:11,2024-01-18 19:26:18,RUNNING,,,OP001,,2026-01-30 00:43:52
622,INJ-002,2024-01-18 19:35:18,2024-01-18 21:19:19,RUNNING,,,OP001,,2026-01-30 00:43:52
623,INJ-002,2024-01-18 21:27:19,2024-01-18 22:59:32,RUNNING,,,OP004,,2026-01-30 00:43:52
624,INJ-002,2024-01-18 23:00:32,2024-01-18 23:59:59,RUNNING,,,OP006,,2026-01-30 00:43:52
625,PRESS-001,2024-01-18 08:00:00,2024-01-18 11:44:51,RUNNING,,,OP010,,2026-01-30 00:43:52
626,PRESS-001,2024-01-18 11:50:51,2024-01-18 14:33:43,RUNNING,,,OP001,,2026-01-30 00:43:52
627,PRESS-001,2024-01-18 14:35:43,2024-01-18 16:08:00,RUNNING,,,OP001,,2026-01-30 00:43:52
628,PRESS-001,2024-01-18 16:17:00,2024-01-18 17:10:34,IDLE,자재 대기,자재대기,OP010,,2026-01-30 00:43:52
629,PRESS-001,2024-01-18 17:15:34,2024-01-18 18:17:00,RUNNING,,,OP010,,2026-01-30 00:43:52
630,PRESS-001,2024-01-18 18:21:00,2024-01-18 21:34:08,RUNNING,,,OP003,,2026-01-30 00:43:52
631,PRESS-001,2024-01-18 21:38:08,2024-01-18 23:59:59,RUNNING,,,OP006,,2026-01-30 00:43:52
632,PRESS-002,2024-01-18 08:00:00,2024-01-18 08:19:43,SETUP,금형 교체,계획정지,OP010,,2026-01-30 00:43:52
633,PRESS-002,2024-01-18 08:28:43,2024-01-18 12:19:53,RUNNING,,,OP001,,2026-01-30 00:43:52
634,PRESS-002,2024-01-18 12:20:53,2024-01-18 12:42:44,IDLE,전공정 대기,기타,OP001,,2026-01-30 00:43:52
635,PRESS-002,2024-01-18 12:46:44,2024-01-18 16:41:48,RUNNING,,,OP001,,2026-01-30 00:43:52
636,PRESS-002,2024-01-18 16:44:48,2024-01-18 18:59:56,BREAKDOWN,유압 누유,고장정지,OP009,,2026-01-30 00:43:52
637,PRESS-002,2024-01-18 19:05:56,2024-01-18 21:50:28,RUNNING,,,OP001,,2026-01-30 00:43:52
638,PRESS-002,2024-01-18 21:59:28,2024-01-18 23:12:56,RUNNING,,,OP005,,2026-01-30 00:43:52
639,PRESS-002,2024-01-18 23:22:56,2024-01-18 23:59:59,RUNNING,,,OP006,,2026-01-30 00:43:52
640,ASM-001,2024-01-18 08:00:00,2024-01-18 11:46:41,RUNNING,,,OP003,,2026-01-30 00:43:52
641,ASM-001,2024-01-18 11:53:41,2024-01-18 12:16:54,IDLE,자재 대기,자재대기,OP003,,2026-01-30 00:43:52
642,ASM-001,2024-01-18 12:20:54,2024-01-18 13:48:52,RUNNING,,,OP001,,2026-01-30 00:43:52
643,ASM-001,2024-01-18 13:51:52,2024-01-18 16:05:02,RUNNING,,,OP003,,2026-01-30 00:43:52
644,ASM-001,2024-01-18 16:14:02,2024-01-18 18:35:23,RUNNING,,,OP002,,2026-01-30 00:43:52
645,ASM-001,2024-01-18 18:43:23,2024-01-18 19:59:40,RUNNING,,,OP001,,2026-01-30 00:43:52
646,ASM-001,2024-01-18 20:04:40,2024-01-18 20:23:47,IDLE,자재 대기,자재대기,OP005,,2026-01-30 00:43:52
647,ASM-001,2024-01-18 20:27:47,2024-01-18 21:51:12,MAINTENANCE,정기 점검,계획정지,OP009,,2026-01-30 00:43:52
648,INJ-001,2024-01-19 08:00:00,2024-01-19 08:16:32,IDLE,휴식,계획정지,OP002,,2026-01-30 00:43:52
649,INJ-001,2024-01-19 08:18:32,2024-01-19 10:53:06,BREAKDOWN,모터 고장,고장정지,OP009,,2026-01-30 00:43:52
650,INJ-001,2024-01-19 10:57:06,2024-01-19 13:04:06,RUNNING,,,OP010,,2026-01-30 00:43:52
651,INJ-001,2024-01-19 13:06:06,2024-01-19 16:51:14,RUNNING,,,OP003,,2026-01-30 00:43:52
652,INJ-001,2024-01-19 16:53:14,2024-01-19 18:28:50,RUNNING,,,OP001,,2026-01-30 00:43:52
653,INJ-001,2024-01-19 18:36:50,2024-01-19 19:13:14,BREAKDOWN,센서 오류,고장정지,OP009,,2026-01-30 00:43:52
654,INJ-002,2024-01-19 08:00:00,2024-01-19 11:27:54,RUNNING,,,OP010,,2026-01-30 00:43:52
655,INJ-002,2024-01-19 11:34:54,2024-01-19 14:37:52,RUNNING,,,OP010,,2026-01-30 00:43:52
656,INJ-002,2024-01-19 14:40:52,2024-01-19 16:30:22,RUNNING,,,OP002,,2026-01-30 00:43:52
657,INJ-002,2024-01-19 16:38:22,2024-01-19 18:45:28,BREAKDOWN,기계 파손,고장정지,OP009,,2026-01-30 00:43:52
658,INJ-002,2024-01-19 18:53:28,2024-01-19 20:04:26,RUNNING,,,OP010,,2026-01-30 00:43:52
659,INJ-002,2024-01-19 20:09:26,2024-01-19 21:45:20,RUNNING,,,OP005,,2026-01-30 00:43:52
660,PRESS-001,2024-01-19 08:00:00,2024-01-19 11:58:05,RUNNING,,,OP001,,2026-01-30 00:43:52
661,PRESS-001,2024-01-19 12:04:05,2024-01-19 14:06:01,RUNNING,,,OP010,,2026-01-30 00:43:52
662,PRESS-001,2024-01-19 14:16:01,2024-01-19 16:04:41,RUNNING,,,OP010,,2026-01-30 00:43:52
663,PRESS-001,2024-01-19 16:05:41,2024-01-19 17:10:58,RUNNING,,,OP002,,2026-01-30 00:43:52
664,PRESS-001,2024-01-19 17:15:58,2024-01-19 19:51:16,RUNNING,,,OP010,,2026-01-30 00:43:52
665,PRESS-001,2024-01-19 20:01:16,2024-01-19 20:44:47,IDLE,자재 대기,자재대기,OP004,,2026-01-30 00:43:52
666,PRESS-001,2024-01-19 20:49:47,2024-01-19 21:59:51,RUNNING,,,OP006,,2026-01-30 00:43:52
667,PRESS-002,2024-01-19 08:00:00,2024-01-19 08:20:27,IDLE,전공정 대기,기타,OP002,,2026-01-30 00:43:52
668,PRESS-002,2024-01-19 08:30:27,2024-01-19 12:14:58,RUNNING,,,OP003,,2026-01-30 00:43:52
669,PRESS-002,2024-01-19 12:15:58,2024-01-19 12:54:59,IDLE,휴식,계획정지,OP002,,2026-01-30 00:43:52
670,PRESS-002,2024-01-19 12:58:59,2024-01-19 13:19:25,IDLE,점심시간,계획정지,OP003,,2026-01-30 00:43:52
671,PRESS-002,2024-01-19 13:20:25,2024-01-19 16:08:43,RUNNING,,,OP002,,2026-01-30 00:43:52
672,PRESS-002,2024-01-19 16:09:43,2024-01-19 18:09:26,RUNNING,,,OP001,,2026-01-30 00:43:52
673,PRESS-002,2024-01-19 18:19:26,2024-01-19 20:20:46,RUNNING,,,OP002,,2026-01-30 00:43:52
674,PRESS-002,2024-01-19 20:23:46,2024-01-19 20:36:49,IDLE,전공정 대기,기타,OP004,,2026-01-30 00:43:52
675,PRESS-002,2024-01-19 20:46:49,2024-01-19 22:06:47,SETUP,금형 교체,계획정지,OP006,,2026-01-30 00:43:52
676,PRESS-002,2024-01-19 22:08:47,2024-01-19 23:59:59,RUNNING,,,OP006,,2026-01-30 00:43:52
677,ASM-001,2024-01-19 08:00:00,2024-01-19 11:55:39,RUNNING,,,OP002,,2026-01-30 00:43:52
678,ASM-001,2024-01-19 12:02:39,2024-01-19 12:25:22,IDLE,작업 지시 대기,기타,OP003,,2026-01-30 00:43:52
679,ASM-001,2024-01-19 12:35:22,2024-01-19 13:51:21,MAINTENANCE,청소,계획정지,OP009,,2026-01-30 00:43:52
680,ASM-001,2024-01-19 13:52:21,2024-01-19 14:13:06,IDLE,자재 대기,자재대기,OP001,,2026-01-30 00:43:52
681,ASM-001,2024-01-19 14:19:06,2024-01-19 15:16:03,IDLE,자재 대기,자재대기,OP001,,2026-01-30 00:43:52
682,ASM-001,2024-01-19 15:19:03,2024-01-19 17:01:54,RUNNING,,,OP001,,2026-01-30 00:43:52
683,ASM-001,2024-01-19 17:07:54,2024-01-19 20:35:48,RUNNING,,,OP001,,2026-01-30 00:43:52
684,ASM-001,2024-01-19 20:41:48,2024-01-19 22:19:32,RUNNING,,,OP005,,2026-01-30 00:43:52
685,INJ-001,2024-01-20 08:00:00,2024-01-20 11:09:40,RUNNING,,,OP001,,2026-01-30 00:43:52
686,INJ-001,2024-01-20 11:10:40,2024-01-20 15:05:06,RUNNING,,,OP010,,2026-01-30 00:43:52
687,INJ-001,2024-01-20 15:12:06,2024-01-20 17:15:20,RUNNING,,,OP010,,2026-01-30 00:43:52
688,INJ-001,2024-01-20 17:22:20,2024-01-20 20:44:18,RUNNING,,,OP010,,2026-01-30 00:43:52
689,INJ-001,2024-01-20 20:54:18,2024-01-20 22:34:54,RUNNING,,,OP006,,2026-01-30 00:43:52
690,INJ-001,2024-01-20 22:42:54,2024-01-20 23:59:59,RUNNING,,,OP004,,2026-01-30 00:43:52
691,INJ-002,2024-01-20 08:00:00,2024-01-20 08:29:35,SETUP,제품 변경,계획정지,OP010,,2026-01-30 00:43:52
692,INJ-002,2024-01-20 08:31:35,2024-01-20 10:32:24,RUNNING,,,OP001,,2026-01-30 00:43:52
693,INJ-002,2024-01-20 10:42:24,2024-01-20 11:23:34,IDLE,점심시간,계획정지,OP002,,2026-01-30 00:43:52
694,INJ-002,2024-01-20 11:30:34,2024-01-20 13:30:09,RUNNING,,,OP001,,2026-01-30 00:43:52
695,INJ-002,2024-01-20 13:34:09,2024-01-20 16:33:04,RUNNING,,,OP003,,2026-01-30 00:43:52
696,INJ-002,2024-01-20 16:38:04,2024-01-20 18:48:47,RUNNING,,,OP001,,2026-01-30 00:43:52
697,INJ-002,2024-01-20 18:57:47,2024-01-20 19:46:34,SETUP,조정 작업,계획정지,OP001,,2026-01-30 00:43:52
698,INJ-002,2024-01-20 19:51:34,2024-01-20 20:08:14,IDLE,점심시간,계획정지,OP002,,2026-01-30 00:43:52
699,PRESS-001,2024-01-20 08:00:00,2024-01-20 10:25:14,RUNNING,,,OP001,,2026-01-30 00:43:52
700,PRESS-001,2024-01-20 10:27:14,2024-01-20 12:52:00,RUNNING,,,OP010,,2026-01-30 00:43:52
701,PRESS-001,2024-01-20 12:57:00,2024-01-20 14:30:17,RUNNING,,,OP010,,2026-01-30 00:43:52
702,PRESS-001,2024-01-20 14:37:17,2024-01-20 15:45:19,RUNNING,,,OP010,,2026-01-30 00:43:52
703,PRESS-001,2024-01-20 15:53:19,2024-01-20 19:23:59,RUNNING,,,OP002,,2026-01-30 00:43:52
704,PRESS-001,2024-01-20 19:33:59,2024-01-20 20:49:25,RUNNING,,,OP001,,2026-01-30 00:43:52
705,PRESS-001,2024-01-20 20:55:25,2024-01-20 21:33:59,IDLE,휴식,계획정지,OP004,,2026-01-30 00:43:52
706,PRESS-002,2024-01-20 08:00:00,2024-01-20 10:43:05,RUNNING,,,OP010,,2026-01-30 00:43:52
707,PRESS-002,2024-01-20 10:47:05,2024-01-20 12:58:09,RUNNING,,,OP001,,2026-01-30 00:43:52
708,PRESS-002,2024-01-20 12:59:09,2024-01-20 14:20:48,RUNNING,,,OP002,,2026-01-30 00:43:52
709,PRESS-002,2024-01-20 14:28:48,2024-01-20 18:23:47,RUNNING,,,OP002,,2026-01-30 00:43:52
710,PRESS-002,2024-01-20 18:27:47,2024-01-20 19:41:54,RUNNING,,,OP010,,2026-01-30 00:43:52
711,PRESS-002,2024-01-20 19:48:54,2024-01-20 23:19:02,RUNNING,,,OP002,,2026-01-30 00:43:52
712,PRESS-002,2024-01-20 23:24:02,2024-01-20 23:59:59,RUNNING,,,OP006,,2026-01-30 00:43:52
713,ASM-001,2024-01-20 08:00:00,2024-01-20 10:39:22,RUNNING,,,OP010,,2026-01-30 00:43:52
714,ASM-001,2024-01-20 10:44:22,2024-01-20 14:05:56,RUNNING,,,OP001,,2026-01-30 00:43:52
715,ASM-001,2024-01-20 14:15:56,2024-01-20 15:36:12,RUNNING,,,OP010,,2026-01-30 00:43:52
716,ASM-001,2024-01-20 15:39:12,2024-01-20 19:25:41,RUNNING,,,OP001,,2026-01-30 00:43:52
717,ASM-001,2024-01-20 19:35:41,2024-01-20 20:00:22,IDLE,전공정 대기,기타,OP010,,2026-01-30 00:43:52
718,ASM-001,2024-01-20 20:08:22,2024-01-20 21:15:06,RUNNING,,,OP005,,2026-01-30 00:43:53
719,INJ-001,2024-01-21 08:00:00,2024-01-21 09:06:58,RUNNING,,,OP010,,2026-01-30 00:43:53
720,INJ-001,2024-01-21 09:12:58,2024-01-21 12:27:12,RUNNING,,,OP001,,2026-01-30 00:43:53
721,INJ-001,2024-01-21 12:32:12,2024-01-21 13:44:16,BREAKDOWN,센서 오류,고장정지,OP009,,2026-01-30 00:43:53
722,INJ-001,2024-01-21 13:52:16,2024-01-21 14:18:41,IDLE,작업 지시 대기,기타,OP002,,2026-01-30 00:43:53
723,INJ-001,2024-01-21 14:26:41,2024-01-21 14:58:13,SETUP,시운전,계획정지,OP001,,2026-01-30 00:43:53
724,INJ-001,2024-01-21 15:02:13,2024-01-21 17:16:06,MAINTENANCE,부품 교체,계획정지,OP009,,2026-01-30 00:43:53
725,INJ-001,2024-01-21 17:25:06,2024-01-21 18:15:27,BREAKDOWN,기계 파손,고장정지,OP009,,2026-01-30 00:43:53
726,INJ-001,2024-01-21 18:24:27,2024-01-21 21:00:00,BREAKDOWN,유압 누유,고장정지,OP009,,2026-01-30 00:43:53
727,INJ-001,2024-01-21 21:04:00,2024-01-21 23:59:59,RUNNING,,,OP004,,2026-01-30 00:43:53
728,INJ-002,2024-01-21 08:00:00,2024-01-21 10:30:55,RUNNING,,,OP010,,2026-01-30 00:43:53
729,INJ-002,2024-01-21 10:32:55,2024-01-21 12:39:58,RUNNING,,,OP002,,2026-01-30 00:43:53
730,INJ-002,2024-01-21 12:49:58,2024-01-21 15:35:36,RUNNING,,,OP010,,2026-01-30 00:43:53
731,INJ-002,2024-01-21 15:41:36,2024-01-21 18:56:25,RUNNING,,,OP003,,2026-01-30 00:43:53
732,INJ-002,2024-01-21 18:58:25,2024-01-21 20:07:21,RUNNING,,,OP010,,2026-01-30 00:43:53
733,INJ-002,2024-01-21 20:17:21,2024-01-21 22:18:20,MAINTENANCE,예방 정비,계획정지,OP009,,2026-01-30 00:43:53
734,INJ-002,2024-01-21 22:23:20,2024-01-21 23:26:57,RUNNING,,,OP006,,2026-01-30 00:43:53
735,INJ-002,2024-01-21 23:27:57,2024-01-21 23:59:59,RUNNING,,,OP004,,2026-01-30 00:43:53
736,PRESS-001,2024-01-21 08:00:00,2024-01-21 11:08:17,RUNNING,,,OP003,,2026-01-30 00:43:53
737,PRESS-001,2024-01-21 11:13:17,2024-01-21 14:46:34,RUNNING,,,OP010,,2026-01-30 00:43:53
738,PRESS-001,2024-01-21 14:54:34,2024-01-21 16:48:57,RUNNING,,,OP010,,2026-01-30 00:43:53
739,PRESS-001,2024-01-21 16:57:57,2024-01-21 17:34:31,IDLE,자재 대기,자재대기,OP001,,2026-01-30 00:43:53
740,PRESS-001,2024-01-21 17:40:31,2024-01-21 19:34:14,RUNNING,,,OP003,,2026-01-30 00:43:53
741,PRESS-001,2024-01-21 19:36:14,2024-01-21 23:34:08,RUNNING,,,OP003,,2026-01-30 00:43:53
742,PRESS-002,2024-01-21 08:00:00,2024-01-21 09:33:54,RUNNING,,,OP003,,2026-01-30 00:43:53
743,PRESS-002,2024-01-21 09:42:54,2024-01-21 10:26:36,IDLE,휴식,계획정지,OP010,,2026-01-30 00:43:53
744,PRESS-002,2024-01-21 10:29:36,2024-01-21 11:25:08,IDLE,전공정 대기,기타,OP003,,2026-01-30 00:43:53
745,PRESS-002,2024-01-21 11:32:08,2024-01-21 14:17:05,RUNNING,,,OP001,,2026-01-30 00:43:53
746,PRESS-002,2024-01-21 14:27:05,2024-01-21 16:48:40,MAINTENANCE,예방 정비,계획정지,OP009,,2026-01-30 00:43:53
747,PRESS-002,2024-01-21 16:54:40,2024-01-21 20:25:59,RUNNING,,,OP002,,2026-01-30 00:43:53
748,PRESS-002,2024-01-21 20:34:59,2024-01-21 22:59:43,RUNNING,,,OP004,,2026-01-30 00:43:53
749,PRESS-002,2024-01-21 23:04:43,2024-01-21 23:59:54,IDLE,작업 지시 대기,기타,OP006,,2026-01-30 00:43:53
750,ASM-001,2024-01-21 08:00:00,2024-01-21 10:15:41,RUNNING,,,OP003,,2026-01-30 00:43:53
751,ASM-001,2024-01-21 10:21:41,2024-01-21 12:45:09,RUNNING,,,OP003,,2026-01-30 00:43:53
752,ASM-001,2024-01-21 12:47:09,2024-01-21 15:12:09,RUNNING,,,OP001,,2026-01-30 00:43:53
753,ASM-001,2024-01-21 15:16:09,2024-01-21 17:51:31,RUNNING,,,OP010,,2026-01-30 00:43:53
754,ASM-001,2024-01-21 17:58:31,2024-01-21 19:23:15,RUNNING,,,OP002,,2026-01-30 00:43:53
755,ASM-001,2024-01-21 19:27:15,2024-01-21 20:53:02,RUNNING,,,OP010,,2026-01-30 00:43:53
756,ASM-001,2024-01-21 20:56:02,2024-01-21 21:38:29,IDLE,작업 지시 대기,기타,OP005,,2026-01-30 00:43:53
757,INJ-001,2024-01-22 08:00:00,2024-01-22 10:43:43,RUNNING,,,OP002,,2026-01-30 00:43:53
758,INJ-001,2024-01-22 10:46:43,2024-01-22 12:10:01,RUNNING,,,OP001,,2026-01-30 00:43:53
759,INJ-001,2024-01-22 12:17:01,2024-01-22 14:34:14,RUNNING,,,OP010,,2026-01-30 00:43:53
760,INJ-001,2024-01-22 14:42:14,2024-01-22 17:18:19,RUNNING,,,OP001,,2026-01-30 00:43:53
761,INJ-001,2024-01-22 17:24:19,2024-01-22 17:37:11,IDLE,휴식,계획정지,OP002,,2026-01-30 00:43:53
762,INJ-001,2024-01-22 17:38:11,2024-01-22 19:18:54,RUNNING,,,OP002,,2026-01-30 00:43:53
763,INJ-001,2024-01-22 19:24:54,2024-01-22 21:33:57,RUNNING,,,OP001,,2026-01-30 00:43:53
764,INJ-001,2024-01-22 21:43:57,2024-01-22 23:59:59,RUNNING,,,OP004,,2026-01-30 00:43:53
765,INJ-002,2024-01-22 08:00:00,2024-01-22 10:18:03,RUNNING,,,OP003,,2026-01-30 00:43:53
766,INJ-002,2024-01-22 10:21:03,2024-01-22 12:25:43,RUNNING,,,OP010,,2026-01-30 00:43:53
767,INJ-002,2024-01-22 12:29:43,2024-01-22 13:33:10,RUNNING,,,OP010,,2026-01-30 00:43:53
768,INJ-002,2024-01-22 13:37:10,2024-01-22 14:04:02,SETUP,금형 교체,계획정지,OP002,,2026-01-30 00:43:53
769,INJ-002,2024-01-22 14:05:02,2024-01-22 17:23:51,RUNNING,,,OP003,,2026-01-30 00:43:53
770,INJ-002,2024-01-22 17:33:51,2024-01-22 20:33:00,RUNNING,,,OP001,,2026-01-30 00:43:53
771,INJ-002,2024-01-22 20:34:00,2024-01-22 22:49:02,RUNNING,,,OP004,,2026-01-30 00:43:53
772,INJ-002,2024-01-22 22:56:02,2024-01-22 23:59:59,RUNNING,,,OP005,,2026-01-30 00:43:53
773,PRESS-001,2024-01-22 08:00:00,2024-01-22 09:54:12,RUNNING,,,OP001,,2026-01-30 00:43:53
774,PRESS-001,2024-01-22 09:56:12,2024-01-22 12:48:18,RUNNING,,,OP003,,2026-01-30 00:43:53
775,PRESS-001,2024-01-22 12:51:18,2024-01-22 15:23:23,RUNNING,,,OP001,,2026-01-30 00:43:53
776,PRESS-001,2024-01-22 15:33:23,2024-01-22 18:54:38,RUNNING,,,OP001,,2026-01-30 00:43:53
777,PRESS-001,2024-01-22 19:02:38,2024-01-22 22:22:40,RUNNING,,,OP002,,2026-01-30 00:43:53
778,PRESS-001,2024-01-22 22:31:40,2024-01-22 22:51:22,IDLE,점심시간,계획정지,OP005,,2026-01-30 00:43:53
