energy_id,timestamp,equipment_id,power_kwh,is_operating,ambient_temp_c
E-013057,2024-02-15 08:00,EQ-A01,18.44,True,12.3
E-013058,2024-02-15 08:00,EQ-A02,16.59,True,12.3
E-013059,2024-02-15 08:00,EQ-A03,26.24,True,12.3
E-013060,2024-02-15 08:00,EQ-A04,3.1,False,12.3
E-013061,2024-02-15 08:00,EQ-B01,12.58,True,12.3
E-013062,2024-02-15 08:00,EQ-B02,10.16,True,12.3
E-013063,2024-02-15 08:00,EQ-B03,15.77,True,12.3
E-013064,2024-02-15 08:00,EQ-B04,7.0,True,12.3
E-013065,2024-02-15 08:00,EQ-C01,13.66,True,12.3
E-013066,2024-02-15 08:00,EQ-C02,14.37,True,12.3
E-013067,2024-02-15 08:00,EQ-C03,23.14,True,12.3
E-013068,2024-02-15 08:00,EQ-C04,8.81,True,12.3
E-013069,2024-02-15 09:00,EQ-A01,3.01,False,8.2
E-013070,2024-02-15 09:00,EQ-A02,20.56,True,8.2
E-013071,2024-02-15 09:00,EQ-A03,29.01,True,8.2
E-013072,2024-02-15 09:00,EQ-A04,14.7,True,8.2
E-013073,2024-02-15 09:00,EQ-B01,10.03,True,8.2
E-013074,2024-02-15 09:00,EQ-B02,13.59,True,8.2
E-013075,2024-02-15 09:00,EQ-B03,13.03,True,8.2
E-013076,2024-02-15 09:00,EQ-B04,0.96,False,8.2
E-013077,2024-02-15 09:00,EQ-C01,15.47,True,8.2
E-013078,2024-02-15 09:00,EQ-C02,18.13,True,8.2
E-013079,2024-02-15 09:00,EQ-C03,19.92,True,8.2
E-013080,2024-02-15 09:00,EQ-C04,10.6,True,8.2
E-013081,2024-02-15 10:00,EQ-A01,3.17,False,14.7
E-013082,2024-02-15 10:00,EQ-A02,17.11,True,14.7
E-013083,2024-02-15 10:00,EQ-A03,31.46,True,14.7
E-013084,2024-02-15 10:00,EQ-A04,12.7,True,14.7
E-013085,2024-02-15 10:00,EQ-B01,12.03,True,14.7
E-013086,2024-02-15 10:00,EQ-B02,13.24,True,14.7
E-013087,2024-02-15 10:00,EQ-B03,16.83,True,14.7
E-013088,2024-02-15 10:00,EQ-B04,6.61,True,14.7
E-013089,2024-02-15 10:00,EQ-C01,16.13,True,14.7
E-013090,2024-02-15 10:00,EQ-C02,13.98,True,14.7
E-013091,2024-02-15 10:00,EQ-C03,21.64,True,14.7
E-013092,2024-02-15 10:00,EQ-C04,10.51,True,14.7
E-013093,2024-02-15 11:00,EQ-A01,20.58,True,11.4
E-013094,2024-02-15 11:00,EQ-A02,,False,11.4
E-013095,2024-02-15 11:00,EQ-A03,27.75,True,11.4
E-013096,2024-02-15 11:00,EQ-A04,14.25,True,11.4
E-013097,2024-02-15 11:00,EQ-B01,12.99,True,11.4
E-013098,2024-02-15 11:00,EQ-B02,0.44,False,11.4
E-013099,2024-02-15 11:00,EQ-B03,18.6,True,11.4
E-013100,2024-02-15 11:00,EQ-B04,8.87,True,11.4
E-013101,2024-02-15 11:00,EQ-C01,18.41,True,11.4
E-013102,2024-02-15 11:00,EQ-C02,13.58,True,11.4
E-013103,2024-02-15 11:00,EQ-C03,20.43,True,11.4
E-013104,2024-02-15 11:00,EQ-C04,11.59,True,11.4
E-013105,2024-02-15 12:00,EQ-A01,15.32,True,
E-013106,2024-02-15 12:00,EQ-A02,2.96,False,15.0
E-013107,2024-02-15 12:00,EQ-A03,29.23,True,15.0
E-013108,2024-02-15 12:00,EQ-A04,2.57,False,15.0
E-013109,2024-02-15 12:00,EQ-B01,9.95,True,15.0
E-013110,2024-02-15 12:00,EQ-B02,12.08,True,15.0
E-013111,2024-02-15 12:00,EQ-B03,15.27,True,15.0
E-013112,2024-02-15 12:00,EQ-B04,6.32,True,15.0
E-013113,2024-02-15 12:00,EQ-C01,2.46,False,15.0
E-013114,2024-02-15 12:00,EQ-C02,14.44,True,15.0
E-013115,2024-02-15 12:00,EQ-C03,22.81,True,15.0
E-013116,2024-02-15 12:00,EQ-C04,11.45,True,15.0
E-013117,2024-02-15 13:00,EQ-A01,22.27,True,13.8
E-013118,2024-02-15 13:00,EQ-A02,2.72,False,13.8
E-013119,2024-02-15 13:00,EQ-A03,25.97,True,13.8
E-013120,2024-02-15 13:00,EQ-A04,14.26,True,13.8
E-013121,2024-02-15 13:00,EQ-B01,11.9,True,13.8
E-013122,2024-02-15 13:00,EQ-B02,0.68,False,13.8
E-013123,2024-02-15 13:00,EQ-B03,16.95,True,13.8
E-013124,2024-02-15 13:00,EQ-B04,1.22,False,13.8
E-013125,2024-02-15 13:00,EQ-C01,18.37,True,13.8
E-013126,2024-02-15 13:00,EQ-C02,14.64,True,13.8
E-013127,2024-02-15 13:00,EQ-C03,25.64,True,13.8
E-013128,2024-02-15 13:00,EQ-C04,11.25,True,13.8
E-013129,2024-02-15 14:00,EQ-A01,19.8,True,9.8
E-013130,2024-02-15 14:00,EQ-A02,19.45,True,9.8
E-013131,2024-02-15 14:00,EQ-A03,5.35,False,9.8
E-013132,2024-02-15 14:00,EQ-A04,14.69,True,9.8
E-013133,2024-02-15 14:00,EQ-B01,14.32,True,
E-013134,2024-02-15 14:00,EQ-B02,12.83,True,9.8
E-013135,2024-02-15 14:00,EQ-B03,0.7,False,9.8
E-013136,2024-02-15 14:00,EQ-B04,7.98,True,9.8
E-013137,2024-02-15 14:00,EQ-C01,28.98,True,9.8
E-013138,2024-02-15 14:00,EQ-C02,18.6,True,9.8
E-013139,2024-02-15 14:00,EQ-C03,23.86,True,9.8
E-013140,2024-02-15 14:00,EQ-C04,9.9,True,9.8
E-013141,2024-02-15 15:00,EQ-A01,18.21,True,12.2
E-013142,2024-02-15 15:00,EQ-A02,20.16,True,12.2
E-013143,2024-02-15 15:00,EQ-A03,32.24,True,12.2
E-013144,2024-02-15 15:00,EQ-A04,14.68,True,12.2
E-013145,2024-02-15 15:00,EQ-B01,10.8,True,12.2
E-013146,2024-02-15 15:00,EQ-B02,11.93,True,12.2
E-013147,2024-02-15 15:00,EQ-B03,17.34,True,
E-013148,2024-02-15 15:00,EQ-B04,8.9,True,12.2
E-013149,2024-02-15 15:00,EQ-C01,16.46,True,12.2
E-013150,2024-02-15 15:00,EQ-C02,19.19,True,12.2
E-013151,2024-02-15 15:00,EQ-C03,27.0,True,12.2
E-013152,2024-02-15 15:00,EQ-C04,9.46,True,12.2
E-013153,2024-02-15 16:00,EQ-A01,20.54,True,16.6
E-013154,2024-02-15 16:00,EQ-A02,22.19,True,16.6
E-013155,2024-02-15 16:00,EQ-A03,26.37,True,16.6
E-013156,2024-02-15 16:00,EQ-A04,14.68,True,16.6
E-013157,2024-02-15 16:00,EQ-B01,12.41,True,16.6
E-013158,2024-02-15 16:00,EQ-B02,12.08,True,16.6
E-013159,2024-02-15 16:00,EQ-B03,18.6,True,16.6
E-013160,2024-02-15 16:00,EQ-B04,7.21,True,16.6
E-013161,2024-02-15 16:00,EQ-C01,15.03,True,16.6
E-013162,2024-02-15 16:00,EQ-C02,18.21,True,16.6
E-013163,2024-02-15 16:00,EQ-C03,20.8,True,16.6
E-013164,2024-02-15 16:00,EQ-C04,10.06,True,16.6
E-013165,2024-02-15 17:00,EQ-A01,3.58,False,10.8
E-013166,2024-02-15 17:00,EQ-A02,3.53,False,10.8
E-013167,2024-02-15 17:00,EQ-A03,24.06,True,10.8
E-013168,2024-02-15 17:00,EQ-A04,,False,10.8
E-013169,2024-02-15 17:00,EQ-B01,10.9,True,10.8
E-013170,2024-02-15 17:00,EQ-B02,13.14,True,10.8
E-013171,2024-02-15 17:00,EQ-B03,16.63,True,10.8
E-013172,2024-02-15 17:00,EQ-B04,7.8,True,10.8
E-013173,2024-02-15 17:00,EQ-C01,15.94,True,10.8
E-013174,2024-02-15 17:00,EQ-C02,17.85,True,10.8
E-013175,2024-02-15 17:00,EQ-C03,3.07,False,10.8
E-013176,2024-02-15 17:00,EQ-C04,10.73,True,10.8
E-013177,2024-02-15 18:00,EQ-A01,18.62,True,6.4
E-013178,2024-02-15 18:00,EQ-A02,15.76,True,6.4
E-013179,2024-02-15 18:00,EQ-A03,30.93,True,6.4
E-013180,2024-02-15 18:00,EQ-A04,11.44,True,6.4
E-013181,2024-02-15 18:00,EQ-B01,9.98,True,6.4
E-013182,2024-02-15 18:00,EQ-B02,12.96,True,6.4
E-013183,2024-02-15 18:00,EQ-B03,15.74,True,6.4
E-013184,2024-02-15 18:00,EQ-B04,6.16,True,6.4
E-013185,2024-02-15 18:00,EQ-C01,1.96,False,6.4
E-013186,2024-02-15 18:00,EQ-C02,17.35,True,
E-013187,2024-02-15 18:00,EQ-C03,22.21,True,6.4
E-013188,2024-02-15 18:00,EQ-C04,2.26,False,6.4
E-013189,2024-02-15 19:00,EQ-A01,19.58,True,-0.2
E-013190,2024-02-15 19:00,EQ-A02,15.86,True,-0.2
E-013191,2024-02-15 19:00,EQ-A03,23.58,True,-0.2
E-013192,2024-02-15 19:00,EQ-A04,11.69,True,-0.2
E-013193,2024-02-15 19:00,EQ-B01,11.12,True,-0.2
E-013194,2024-02-15 19:00,EQ-B02,12.88,True,-0.2
E-013195,2024-02-15 19:00,EQ-B03,17.42,True,-0.2
E-013196,2024-02-15 19:00,EQ-B04,8.59,True,-0.2
E-013197,2024-02-15 19:00,EQ-C01,16.05,True,-0.2
E-013198,2024-02-15 19:00,EQ-C02,13.24,True,-0.2
E-013199,2024-02-15 19:00,EQ-C03,23.76,True,-0.2
E-013200,2024-02-15 19:00,EQ-C04,1.81,False,-0.2
E-013201,2024-02-15 20:00,EQ-A01,16.31,True,5.3
E-013202,2024-02-15 20:00,EQ-A02,15.32,True,5.3
E-013203,2024-02-15 20:00,EQ-A03,31.14,True,5.3
E-013204,2024-02-15 20:00,EQ-A04,13.05,True,5.3
E-013205,2024-02-15 20:00,EQ-B01,11.41,True,5.3
E-013206,2024-02-15 20:00,EQ-B02,0.42,False,5.3
E-013207,2024-02-15 20:00,EQ-B03,15.09,True,5.3
E-013208,2024-02-15 20:00,EQ-B04,,True,5.3
E-013209,2024-02-15 20:00,EQ-C01,15.0,True,5.3
E-013210,2024-02-15 20:00,EQ-C02,13.42,True,5.3
E-013211,2024-02-15 20:00,EQ-C03,20.77,True,5.3
E-013212,2024-02-15 20:00,EQ-C04,9.65,True,5.3
E-013213,2024-02-15 21:00,EQ-A01,15.58,True,7.9
E-013214,2024-02-15 21:00,EQ-A02,20.56,True,7.9
E-013215,2024-02-15 21:00,EQ-A03,30.48,True,7.9
E-013216,2024-02-15 21:00,EQ-A04,11.74,True,7.9
E-013217,2024-02-15 21:00,EQ-B01,10.55,True,7.9
E-013218,2024-02-15 21:00,EQ-B02,12.87,True,7.9
E-013219,2024-02-15 21:00,EQ-B03,15.09,True,7.9
E-013220,2024-02-15 21:00,EQ-B04,7.72,True,7.9
E-013221,2024-02-15 21:00,EQ-C01,16.02,True,7.9
E-013222,2024-02-15 21:00,EQ-C02,13.69,True,7.9
E-013223,2024-02-15 21:00,EQ-C03,18.73,True,7.9
E-013224,2024-02-15 21:00,EQ-C04,8.1,True,7.9
E-013225,2024-02-15 22:00,EQ-A01,3.38,False,6.9
E-013226,2024-02-15 22:00,EQ-A02,3.88,False,6.9
E-013227,2024-02-15 22:00,EQ-A03,5.3,False,6.9
E-013228,2024-02-15 22:00,EQ-A04,10.54,True,6.9
E-013229,2024-02-15 22:00,EQ-B01,0.62,False,6.9
E-013230,2024-02-15 22:00,EQ-B02,10.53,True,6.9
E-013231,2024-02-15 22:00,EQ-B03,0.21,False,6.9
E-013232,2024-02-15 22:00,EQ-B04,8.31,True,6.9
E-013233,2024-02-15 22:00,EQ-C01,16.8,True,6.9
E-013234,2024-02-15 22:00,EQ-C02,1.9,False,6.9
E-013235,2024-02-15 22:00,EQ-C03,3.03,False,6.9
E-013236,2024-02-15 22:00,EQ-C04,8.49,True,6.9
E-013237,2024-02-15 23:00,EQ-A01,4.19,False,7.1
E-013238,2024-02-15 23:00,EQ-A02,4.01,False,7.1
E-013239,2024-02-15 23:00,EQ-A03,27.74,True,7.1
E-013240,2024-02-15 23:00,EQ-A04,3.0,False,7.1
E-013241,2024-02-15 23:00,EQ-B01,1.31,False,7.1
E-013242,2024-02-15 23:00,EQ-B02,0.1,False,7.1
E-013243,2024-02-15 23:00,EQ-B03,0.82,False,7.1
E-013244,2024-02-15 23:00,EQ-B04,0.1,False,7.1
E-013245,2024-02-15 23:00,EQ-C01,2.9,False,7.1
E-013246,2024-02-15 23:00,EQ-C02,1.71,False,7.1
E-013247,2024-02-15 23:00,EQ-C03,2.97,False,7.1
E-013248,2024-02-15 23:00,EQ-C04,1.39,False,7.1
E-013249,2024-02-16 00:00,EQ-A01,3.95,False,6.1
E-013250,2024-02-16 00:00,EQ-A02,3.51,False,6.1
E-013251,2024-02-16 00:00,EQ-A03,28.76,True,6.1
E-013252,2024-02-16 00:00,EQ-A04,2.49,False,6.1
E-013253,2024-02-16 00:00,EQ-B01,0.1,False,6.1
E-013254,2024-02-16 00:00,EQ-B02,0.75,False,6.1
E-013255,2024-02-16 00:00,EQ-B03,15.94,True,6.1
E-013256,2024-02-16 00:00,EQ-B04,0.56,False,6.1
E-013257,2024-02-16 00:00,EQ-C01,2.4,False,6.1
E-013258,2024-02-16 00:00,EQ-C02,,True,6.1
E-013259,2024-02-16 00:00,EQ-C03,2.47,False,6.1
E-013260,2024-02-16 00:00,EQ-C04,1.99,False,6.1
E-013261,2024-02-16 01:00,EQ-A01,2.97,False,6.2
E-013262,2024-02-16 01:00,EQ-A02,3.78,False,6.2
E-013263,2024-02-16 01:00,EQ-A03,4.55,False,6.2
E-013264,2024-02-16 01:00,EQ-A04,2.64,False,6.2
E-013265,2024-02-16 01:00,EQ-B01,0.81,False,6.2
E-013266,2024-02-16 01:00,EQ-B02,13.52,True,6.2
E-013267,2024-02-16 01:00,EQ-B03,1.42,False,6.2
E-013268,2024-02-16 01:00,EQ-B04,1.23,False,6.2
E-013269,2024-02-16 01:00,EQ-C01,3.05,False,6.2
E-013270,2024-02-16 01:00,EQ-C02,2.18,False,6.2
E-013271,2024-02-16 01:00,EQ-C03,3.14,False,6.2
E-013272,2024-02-16 01:00,EQ-C04,1.83,False,6.2
E-013273,2024-02-16 02:00,EQ-A01,4.1,False,7.4
E-013274,2024-02-16 02:00,EQ-A02,3.72,False,7.4
E-013275,2024-02-16 02:00,EQ-A03,4.53,False,7.4
E-013276,2024-02-16 02:00,EQ-A04,2.89,False,7.4
E-013277,2024-02-16 02:00,EQ-B01,0.29,False,7.4
E-013278,2024-02-16 02:00,EQ-B02,0.64,False,7.4
E-013279,2024-02-16 02:00,EQ-B03,0.35,False,7.4
E-013280,2024-02-16 02:00,EQ-B04,0.1,False,7.4
E-013281,2024-02-16 02:00,EQ-C01,2.24,False,7.4
E-013282,2024-02-16 02:00,EQ-C02,1.66,False,
E-013283,2024-02-16 02:00,EQ-C03,2.67,False,7.4
E-013284,2024-02-16 02:00,EQ-C04,1.35,False,7.4
E-013285,2024-02-16 03:00,EQ-A01,17.58,True,7.9
E-013286,2024-02-16 03:00,EQ-A02,4.01,False,7.9
E-013287,2024-02-16 03:00,EQ-A03,4.74,False,7.9
E-013288,2024-02-16 03:00,EQ-A04,3.01,False,7.9
E-013289,2024-02-16 03:00,EQ-B01,0.54,False,7.9
E-013290,2024-02-16 03:00,EQ-B02,0.84,False,7.9
E-013291,2024-02-16 03:00,EQ-B03,0.1,False,7.9
E-013292,2024-02-16 03:00,EQ-B04,0.1,False,7.9
E-013293,2024-02-16 03:00,EQ-C01,1.53,False,7.9
E-013294,2024-02-16 03:00,EQ-C02,1.67,False,7.9
E-013295,2024-02-16 03:00,EQ-C03,21.48,True,7.9
E-013296,2024-02-16 03:00,EQ-C04,2.53,False,7.9
E-013297,2024-02-16 04:00,EQ-A01,3.59,False,5.4
E-013298,2024-02-16 04:00,EQ-A02,1.99,False,5.4
E-013299,2024-02-16 04:00,EQ-A03,24.41,True,5.4
E-013300,2024-02-16 04:00,EQ-A04,12.19,True,5.4
E-013301,2024-02-16 04:00,EQ-B01,1.65,False,5.4
E-013302,2024-02-16 04:00,EQ-B02,13.28,True,5.4
E-013303,2024-02-16 04:00,EQ-B03,0.92,False,5.4
E-013304,2024-02-16 04:00,EQ-B04,1.26,False,5.4
E-013305,2024-02-16 04:00,EQ-C01,1.27,False,5.4
E-013306,2024-02-16 04:00,EQ-C02,13.65,True,5.4
E-013307,2024-02-16 04:00,EQ-C03,19.79,True,5.4
E-013308,2024-02-16 04:00,EQ-C04,2.35,False,5.4
E-013309,2024-02-16 05:00,EQ-A01,15.26,True,8.0
E-013310,2024-02-16 05:00,EQ-A02,2.79,False,8.0
E-013311,2024-02-16 05:00,EQ-A03,4.68,False,8.0
E-013312,2024-02-16 05:00,EQ-A04,3.01,False,8.0
E-013313,2024-02-16 05:00,EQ-B01,0.53,False,8.0
E-013314,2024-02-16 05:00,EQ-B02,1.43,False,8.0
E-013315,2024-02-16 05:00,EQ-B03,0.83,False,8.0
E-013316,2024-02-16 05:00,EQ-B04,0.31,False,8.0
E-013317,2024-02-16 05:00,EQ-C01,2.39,False,8.0
E-013318,2024-02-16 05:00,EQ-C02,2.27,False,8.0
E-013319,2024-02-16 05:00,EQ-C03,3.27,False,8.0
E-013320,2024-02-16 05:00,EQ-C04,1.16,False,8.0
E-013321,2024-02-16 06:00,EQ-A01,17.06,True,8.7
E-013322,2024-02-16 06:00,EQ-A02,17.5,True,8.7
E-013323,2024-02-16 06:00,EQ-A03,25.13,True,8.7
E-013324,2024-02-16 06:00,EQ-A04,11.01,True,8.7
E-013325,2024-02-16 06:00,EQ-B01,13.7,True,8.7
E-013326,2024-02-16 06:00,EQ-B02,11.93,True,8.7
E-013327,2024-02-16 06:00,EQ-B03,17.73,True,8.7
E-013328,2024-02-16 06:00,EQ-B04,7.15,True,8.7
E-013329,2024-02-16 06:00,EQ-C01,1.85,False,8.7
E-013330,2024-02-16 06:00,EQ-C02,15.98,True,8.7
E-013331,2024-02-16 06:00,EQ-C03,19.69,True,8.7
E-013332,2024-02-16 06:00,EQ-C04,9.53,True,8.7
E-013333,2024-02-16 07:00,EQ-A01,16.22,True,7.4
E-013334,2024-02-16 07:00,EQ-A02,17.45,True,7.4
E-013335,2024-02-16 07:00,EQ-A03,26.21,True,7.4
E-013336,2024-02-16 07:00,EQ-A04,11.48,True,7.4
E-013337,2024-02-16 07:00,EQ-B01,1.16,False,7.4
E-013338,2024-02-16 07:00,EQ-B02,9.98,True,7.4
E-013339,2024-02-16 07:00,EQ-B03,16.32,True,7.4
E-013340,2024-02-16 07:00,EQ-B04,8.3,True,7.4
E-013341,2024-02-16 07:00,EQ-C01,15.53,True,7.4
E-013342,2024-02-16 07:00,EQ-C02,17.42,True,7.4
E-013343,2024-02-16 07:00,EQ-C03,21.72,True,7.4
E-013344,2024-02-16 07:00,EQ-C04,2.29,False,7.4
E-013345,2024-02-16 08:00,EQ-A01,17.71,True,13.2
E-013346,2024-02-16 08:00,EQ-A02,15.62,True,13.2
E-013347,2024-02-16 08:00,EQ-A03,28.53,True,13.2
E-013348,2024-02-16 08:00,EQ-A04,3.56,False,13.2
E-013349,2024-02-16 08:00,EQ-B01,9.8,True,13.2
E-013350,2024-02-16 08:00,EQ-B02,12.11,True,13.2
E-013351,2024-02-16 08:00,EQ-B03,19.05,True,13.2
E-013352,2024-02-16 08:00,EQ-B04,7.26,True,13.2
E-013353,2024-02-16 08:00,EQ-C01,13.74,True,13.2
E-013354,2024-02-16 08:00,EQ-C02,1.32,False,13.2
E-013355,2024-02-16 08:00,EQ-C03,3.72,False,13.2
E-013356,2024-02-16 08:00,EQ-C04,12.0,True,13.2
E-013357,2024-02-16 09:00,EQ-A01,3.41,False,13.3
E-013358,2024-02-16 09:00,EQ-A02,16.22,True,13.3
E-013359,2024-02-16 09:00,EQ-A03,31.2,True,13.3
E-013360,2024-02-16 09:00,EQ-A04,12.67,True,13.3
E-013361,2024-02-16 09:00,EQ-B01,11.29,True,13.3
E-013362,2024-02-16 09:00,EQ-B02,10.05,True,13.3
E-013363,2024-02-16 09:00,EQ-B03,0.96,False,13.3
E-013364,2024-02-16 09:00,EQ-B04,0.7,False,13.3
E-013365,2024-02-16 09:00,EQ-C01,13.84,True,13.3
E-013366,2024-02-16 09:00,EQ-C02,2.53,False,13.3
E-013367,2024-02-16 09:00,EQ-C03,23.69,True,13.3
E-013368,2024-02-16 09:00,EQ-C04,10.6,True,13.3
E-013369,2024-02-16 10:00,EQ-A01,22.58,True,15.6
E-013370,2024-02-16 10:00,EQ-A02,19.77,True,15.6
E-013371,2024-02-16 10:00,EQ-A03,31.85,True,15.6
E-013372,2024-02-16 10:00,EQ-A04,14.78,True,15.6
E-013373,2024-02-16 10:00,EQ-B01,10.27,True,15.6
E-013374,2024-02-16 10:00,EQ-B02,12.19,True,15.6
E-013375,2024-02-16 10:00,EQ-B03,16.5,True,15.6
E-013376,2024-02-16 10:00,EQ-B04,6.8,True,15.6
E-013377,2024-02-16 10:00,EQ-C01,17.29,True,15.6
E-013378,2024-02-16 10:00,EQ-C02,14.54,True,15.6
E-013379,2024-02-16 10:00,EQ-C03,25.28,True,15.6
E-013380,2024-02-16 10:00,EQ-C04,9.47,True,15.6
E-013381,2024-02-16 11:00,EQ-A01,20.24,True,14.9
E-013382,2024-02-16 11:00,EQ-A02,17.49,True,14.9
E-013383,2024-02-16 11:00,EQ-A03,30.9,True,14.9
E-013384,2024-02-16 11:00,EQ-A04,14.19,True,14.9
E-013385,2024-02-16 11:00,EQ-B01,1.22,False,14.9
E-013386,2024-02-16 11:00,EQ-B02,1.19,False,14.9
E-013387,2024-02-16 11:00,EQ-B03,16.27,True,14.9
E-013388,2024-02-16 11:00,EQ-B04,6.93,True,14.9
E-013389,2024-02-16 11:00,EQ-C01,18.72,True,14.9
E-013390,2024-02-16 11:00,EQ-C02,17.73,True,14.9
E-013391,2024-02-16 11:00,EQ-C03,21.98,True,14.9
E-013392,2024-02-16 11:00,EQ-C04,12.26,True,14.9
E-013393,2024-02-16 12:00,EQ-A01,2.91,False,18.3
E-013394,2024-02-16 12:00,EQ-A02,16.88,True,18.3
E-013395,2024-02-16 12:00,EQ-A03,24.41,True,18.3
E-013396,2024-02-16 12:00,EQ-A04,2.87,False,18.3
E-013397,2024-02-16 12:00,EQ-B01,13.18,True,18.3
E-013398,2024-02-16 12:00,EQ-B02,10.16,True,18.3
E-013399,2024-02-16 12:00,EQ-B03,,True,18.3
E-013400,2024-02-16 12:00,EQ-B04,,True,18.3
E-013401,2024-02-16 12:00,EQ-C01,14.21,True,18.3
E-013402,2024-02-16 12:00,EQ-C02,16.62,True,18.3
E-013403,2024-02-16 12:00,EQ-C03,19.43,True,18.3
E-013404,2024-02-16 12:00,EQ-C04,10.84,True,18.3
E-013405,2024-02-16 13:00,EQ-A01,20.84,True,12.3
E-013406,2024-02-16 13:00,EQ-A02,21.57,True,12.3
E-013407,2024-02-16 13:00,EQ-A03,,True,12.3
E-013408,2024-02-16 13:00,EQ-A04,14.99,True,12.3
E-013409,2024-02-16 13:00,EQ-B01,12.65,True,12.3
E-013410,2024-02-16 13:00,EQ-B02,13.74,True,12.3
E-013411,2024-02-16 13:00,EQ-B03,19.0,True,12.3
E-013412,2024-02-16 13:00,EQ-B04,8.48,True,12.3
E-013413,2024-02-16 13:00,EQ-C01,15.3,True,12.3
E-013414,2024-02-16 13:00,EQ-C02,2.28,False,12.3
E-013415,2024-02-16 13:00,EQ-C03,19.35,True,12.3
E-013416,2024-02-16 13:00,EQ-C04,10.04,True,12.3
E-013417,2024-02-16 14:00,EQ-A01,20.55,True,13.4
E-013418,2024-02-16 14:00,EQ-A02,18.0,True,13.4
E-013419,2024-02-16 14:00,EQ-A03,26.88,True,13.4
E-013420,2024-02-16 14:00,EQ-A04,12.63,True,13.4
E-013421,2024-02-16 14:00,EQ-B01,,True,13.4
E-013422,2024-02-16 14:00,EQ-B02,10.34,True,13.4
E-013423,2024-02-16 14:00,EQ-B03,,True,13.4
E-013424,2024-02-16 14:00,EQ-B04,9.08,True,13.4
E-013425,2024-02-16 14:00,EQ-C01,16.65,True,13.4
E-013426,2024-02-16 14:00,EQ-C02,16.11,True,13.4
E-013427,2024-02-16 14:00,EQ-C03,26.5,True,13.4
E-013428,2024-02-16 14:00,EQ-C04,9.93,True,13.4
E-013429,2024-02-16 15:00,EQ-A01,19.12,True,10.6
E-013430,2024-02-16 15:00,EQ-A02,17.47,True,10.6
E-013431,2024-02-16 15:00,EQ-A03,25.47,True,10.6
E-013432,2024-02-16 15:00,EQ-A04,2.28,False,10.6
E-013433,2024-02-16 15:00,EQ-B01,11.21,True,10.6
E-013434,2024-02-16 15:00,EQ-B02,12.34,True,10.6
E-013435,2024-02-16 15:00,EQ-B03,1.86,False,10.6
E-013436,2024-02-16 15:00,EQ-B04,8.32,True,10.6
E-013437,2024-02-16 15:00,EQ-C01,,True,10.6
E-013438,2024-02-16 15:00,EQ-C02,17.86,True,10.6
E-013439,2024-02-16 15:00,EQ-C03,25.8,True,10.6
E-013440,2024-02-16 15:00,EQ-C04,10.96,True,10.6
E-013441,2024-02-16 16:00,EQ-A01,20.14,True,11.8
E-013442,2024-02-16 16:00,EQ-A02,17.46,True,11.8
E-013443,2024-02-16 16:00,EQ-A03,28.33,True,11.8
E-013444,2024-02-16 16:00,EQ-A04,12.3,True,11.8
E-013445,2024-02-16 16:00,EQ-B01,14.34,True,11.8
E-013446,2024-02-16 16:00,EQ-B02,12.14,True,11.8
E-013447,2024-02-16 16:00,EQ-B03,16.23,True,11.8
E-013448,2024-02-16 16:00,EQ-B04,8.94,True,11.8
E-013449,2024-02-16 16:00,EQ-C01,1.91,False,11.8
E-013450,2024-02-16 16:00,EQ-C02,14.06,True,11.8
E-013451,2024-02-16 16:00,EQ-C03,21.12,True,11.8
E-013452,2024-02-16 16:00,EQ-C04,11.53,True,11.8
E-013453,2024-02-16 17:00,EQ-A01,15.77,True,
E-013454,2024-02-16 17:00,EQ-A02,17.87,True,13.1
E-013455,2024-02-16 17:00,EQ-A03,26.2,True,13.1
E-013456,2024-02-16 17:00,EQ-A04,13.29,True,13.1
E-013457,2024-02-16 17:00,EQ-B01,10.64,True,13.1
E-013458,2024-02-16 17:00,EQ-B02,1.21,False,13.1
E-013459,2024-02-16 17:00,EQ-B03,15.86,True,13.1
E-013460,2024-02-16 17:00,EQ-B04,7.59,True,13.1
E-013461,2024-02-16 17:00,EQ-C01,15.41,True,13.1
E-013462,2024-02-16 17:00,EQ-C02,17.25,True,13.1
E-013463,2024-02-16 17:00,EQ-C03,2.85,False,13.1
E-013464,2024-02-16 17:00,EQ-C04,27.89,True,13.1
E-013465,2024-02-16 18:00,EQ-A01,18.55,True,10.3
E-013466,2024-02-16 18:00,EQ-A02,14.51,True,10.3
E-013467,2024-02-16 18:00,EQ-A03,25.4,True,10.3
E-013468,2024-02-16 18:00,EQ-A04,3.6,False,10.3
E-013469,2024-02-16 18:00,EQ-B01,1.23,False,10.3
E-013470,2024-02-16 18:00,EQ-B02,10.03,True,10.3
E-013471,2024-02-16 18:00,EQ-B03,18.47,True,10.3
E-013472,2024-02-16 18:00,EQ-B04,6.91,True,10.3
E-013473,2024-02-16 18:00,EQ-C01,15.8,True,10.3
E-013474,2024-02-16 18:00,EQ-C02,17.51,True,10.3
E-013475,2024-02-16 18:00,EQ-C03,20.85,True,10.3
E-013476,2024-02-16 18:00,EQ-C04,9.54,True,10.3
E-013477,2024-02-16 19:00,EQ-A01,16.08,True,3.8
E-013478,2024-02-16 19:00,EQ-A02,20.48,True,3.8
E-013479,2024-02-16 19:00,EQ-A03,5.03,False,3.8
E-013480,2024-02-16 19:00,EQ-A04,13.64,True,3.8
