defect_id,defect_date,line,shift,product_code,defect_type,cause,severity,defect_qty,action,inspector_id
DEF-00262,2024-03-07,C라인,주간,PRD-001,치수불량,열변형,경미,14,재작업,INS-03
DEF-00263,2024-03-07,C라인,주간,PRD-005,외관불량,스크래치,경미,9,재작업,INS-07
DEF-00264,2024-03-08,A라인,주간,PRD-003,치수불량,측정오류,보통,9,폐기,INS-04
DEF-00265,2024-03-08,A라인,주간,PRD-003,외관불량,버(burr)잔존,심각,7,반품,INS-05
DEF-00266,2024-03-08,A라인,야간,PRD-003,크랙,소재결함,보통,7,특채(조건부합격),INS-07
DEF-00267,2024-03-08,C라인,야간,PRD-001,치수불량,측정오류,경미,11,재작업,INS-04
DEF-00268,2024-03-08,C라인,주간,PRD-003,크랙,응력집중,보통,2,폐기,INS-03
DEF-00269,2024-03-09,A라인,야간,PRD-001,형상불량,프로그램오류,보통,10,폐기,INS-04
DEF-00270,2024-03-09,A라인,야간,PRD-004,외관불량,변색,보통,10,재작업,INS-06
DEF-00271,2024-03-09,B라인,야간,PRD-002,외관불량,버(burr)잔존,보통,11,폐기,INS-06
DEF-00272,2024-03-09,C라인,야간,PRD-001,외관불량,스크래치,보통,8,폐기,INS-03
DEF-00273,2024-03-11,A라인,야간,PRD-003,외관불량,찍힘,경미,11,특채(조건부합격),INS-03
DEF-00274,2024-03-11,A라인,야간,PRD-001,외관불량,버(burr)잔존,경미,2,특채(조건부합격),INS-07
DEF-00275,2024-03-11,B라인,야간,PRD-005,표면조도불량,냉각부족,심각,20,폐기,INS-07
DEF-00276,2024-03-11,C라인,야간,PRD-001,치수불량,소재경도편차,심각,6,폐기,INS-08
DEF-00277,2024-03-12,A라인,야간,PRD-004,치수불량,열변형,경미,1,재작업,INS-03
DEF-00278,2024-03-12,A라인,야간,PRD-003,치수불량,공구마모,보통,11,폐기,INS-07
DEF-00279,2024-03-12,A라인,주간,PRD-004,형상불량,평탄도초과,보통,7,특채(조건부합격),INS-03
DEF-00280,2024-03-12,C라인,주간,PRD-003,외관불량,이물질부착,보통,8,폐기,INS-08
DEF-00281,2024-03-12,C라인,주간,PRD-005,표면조도불량,냉각부족,경미,8,재작업,INS-02
DEF-00282,2024-03-12,C라인,야간,PRD-001,외관불량,스크래치,심각,26,반품,INS-02
DEF-00283,2024-03-12,C라인,주간,PRD-001,표면조도불량,소재불량,보통,14,특채(조건부합격),INS-03
DEF-00284,2024-03-12,C라인,주간,PRD-003,치수불량,측정오류,보통,6,재작업,INS-05
DEF-00285,2024-03-12,C라인,야간,PRD-001,외관불량,스크래치,경미,3,재작업,INS-04
DEF-00286,2024-03-13,C라인,야간,PRD-005,외관불량,이물질부착,보통,11,특채(조건부합격),INS-07
DEF-00287,2024-03-13,C라인,주간,PRD-005,크랙,소재결함,경미,12,재작업,INS-08
DEF-00288,2024-03-14,A라인,주간,PRD-001,치수불량,열변형,보통,10,재작업,INS-08
DEF-00289,2024-03-14,A라인,주간,PRD-001,치수불량,열변형,보통,6,재작업,INS-01
DEF-00290,2024-03-14,C라인,주간,PRD-005,외관불량,변색,보통,5,폐기,INS-08
DEF-00291,2024-03-15,A라인,야간,PRD-003,형상불량,진원도초과,심각,10,폐기,INS-02
DEF-00292,2024-03-15,A라인,야간,PRD-003,치수불량,열변형,경미,7,재작업,INS-04
DEF-00293,2024-03-15,A라인,주간,PRD-001,크랙,소재결함,보통,9,폐기,INS-02
DEF-00294,2024-03-15,A라인,주간,PRD-004,치수불량,소재경도편차,심각,5,폐기,INS-05
DEF-00295,2024-03-15,B라인,주간,PRD-006,외관불량,찍힘,심각,10,반품,INS-07
DEF-00296,2024-03-15,B라인,주간,PRD-005,외관불량,찍힘,보통,11,특채(조건부합격),INS-06
DEF-00297,2024-03-16,A라인,야간,PRD-003,표면조도불량,공구마모,보통,10,재작업,INS-05
DEF-00298,2024-03-16,A라인,주간,PRD-001,크랙,과부하가공,심각,19,폐기,INS-05
DEF-00299,2024-03-16,C라인,야간,PRD-003,크랙,소재결함,보통,14,재작업,INS-08
DEF-00300,2024-03-18,A라인,야간,PRD-001,치수불량,셋업오류,경미,9,재작업,INS-01
DEF-00301,2024-03-18,A라인,야간,PRD-004,외관불량,스크래치,심각,8,폐기,INS-04
DEF-00302,2024-03-19,A라인,주간,PRD-004,기타,라벨오류,경미,13,재작업,INS-02
DEF-00303,2024-03-20,A라인,주간,PRD-004,외관불량,찍힘,경미,8,재작업,INS-08
DEF-00304,2024-03-20,A라인,야간,PRD-003,치수불량,공구마모,경미,6,재작업,INS-02
DEF-00305,2024-03-20,A라인,야간,PRD-001,표면조도불량,절삭조건부적합,경미,9,재작업,INS-04
DEF-00306,2024-03-20,C라인,주간,PRD-005,외관불량,,보통,9,폐기,INS-08
DEF-00307,2024-03-20,C라인,주간,PRD-001,크랙,과부하가공,경미,5,재작업,INS-06
DEF-00308,2024-03-21,A라인,야간,PRD-003,외관불량,스크래치,경미,7,재작업,INS-07
DEF-00309,2024-03-21,A라인,야간,PRD-004,치수불량,열변형,경미,7,재작업,INS-04
DEF-00310,2024-03-21,A라인,주간,PRD-004,기타,포장손상,심각,11,반품,INS-05
DEF-00311,2024-03-21,A라인,야간,PRD-001,치수불량,열변형,보통,2,특채(조건부합격),INS-02
DEF-00312,2024-03-21,A라인,주간,PRD-003,외관불량,스크래치,경미,8,특채(조건부합격),INS-04
DEF-00313,2024-03-21,A라인,야간,PRD-004,외관불량,스크래치,보통,6,폐기,INS-04
DEF-00314,2024-03-21,B라인,주간,PRD-005,표면조도불량,냉각부족,경미,7,재작업,INS-06
DEF-00315,2024-03-21,C라인,주간,PRD-003,외관불량,스크래치,보통,8,재작업,INS-08
DEF-00316,2024-03-21,C라인,야간,PRD-001,외관불량,찍힘,경미,2,특채(조건부합격),INS-01
DEF-00317,2024-03-23,A라인,야간,PRD-001,표면조도불량,공구마모,경미,13,특채(조건부합격),INS-05
DEF-00318,2024-03-23,A라인,주간,PRD-001,형상불량,동축도초과,보통,6,재작업,INS-05
DEF-00319,2024-03-25,A라인,야간,PRD-003,치수불량,측정오류,보통,3,폐기,INS-02
DEF-00320,2024-03-25,A라인,야간,PRD-003,외관불량,찍힘,경미,10,재작업,INS-08
DEF-00321,2024-03-25,A라인,주간,PRD-004,기타,라벨오류,경미,11,재작업,INS-06
DEF-00322,2024-03-25,B라인,주간,PRD-002,표면조도불량,소재불량,경미,1,특채(조건부합격),INS-03
DEF-00323,2024-03-25,B라인,주간,PRD-002,크랙,열처리불량,경미,13,재작업,INS-06
DEF-00324,2024-03-25,C라인,야간,PRD-005,기타,조립불량,경미,6,재작업,INS-03
DEF-00325,2024-03-26,A라인,주간,PRD-001,치수불량,측정오류,보통,11,재작업,INS-01
DEF-00326,2024-03-26,C라인,야간,PRD-005,표면조도불량,냉각부족,경미,2,특채(조건부합격),INS-01
DEF-00327,2024-03-26,C라인,야간,PRD-001,치수불량,열변형,경미,1,재작업,INS-07
DEF-00328,2024-03-27,A라인,주간,PRD-003,외관불량,이물질부착,보통,7,특채(조건부합격),INS-03
DEF-00329,2024-03-27,A라인,야간,PRD-003,치수불량,측정오류,심각,11,폐기,INS-02
DEF-00330,2024-03-27,A라인,주간,PRD-004,외관불량,스크래치,보통,11,폐기,INS-03
DEF-00331,2024-03-27,A라인,야간,PRD-003,치수불량,소재경도편차,보통,6,재작업,INS-02
DEF-00332,2024-03-27,B라인,야간,PRD-005,외관불량,스크래치,경미,11,재작업,INS-02
DEF-00333,2024-03-27,C라인,주간,PRD-003,외관불량,이물질부착,보통,10,폐기,INS-05
DEF-00334,2024-03-27,C라인,주간,PRD-005,외관불량,스크래치,심각,17,반품,INS-04
DEF-00335,2024-03-28,A라인,주간,PRD-001,외관불량,스크래치,경미,5,특채(조건부합격),INS-06
DEF-00336,2024-03-28,C라인,주간,PRD-003,외관불량,버(burr)잔존,보통,14,폐기,INS-06
DEF-00337,2024-03-29,B라인,야간,PRD-006,기타,세척불량,보통,7,폐기,INS-05
DEF-00338,2024-03-29,C라인,야간,PRD-003,기타,세척불량,경미,7,특채(조건부합격),INS-07
DEF-00339,2024-03-29,C라인,야간,PRD-005,치수불량,공구마모,경미,3,특채(조건부합격),INS-06
DEF-00340,2024-03-29,C라인,주간,PRD-005,외관불량,스크래치,보통,14,폐기,INS-01
DEF-00341,2024-03-30,A라인,주간,PRD-001,치수불량,측정오류,경미,11,특채(조건부합격),INS-06
DEF-00342,2024-03-30,A라인,주간,PRD-004,크랙,열처리불량,보통,9,재작업,INS-03
DEF-00343,2024-03-30,C라인,야간,PRD-001,외관불량,스크래치,심각,5,반품,INS-05
DEF-00344,2024-03-30,C라인,주간,PRD-001,외관불량,변색,심각,21,폐기,INS-01
DEF-00345,2024-04-01,A라인,주간,PRD-003,형상불량,동축도초과,경미,14,재작업,INS-08
DEF-00346,2024-04-01,A라인,야간,PRD-004,치수불량,,경미,2,재작업,INS-08
DEF-00347,2024-04-01,A라인,야간,PRD-001,형상불량,평탄도초과,경미,5,재작업,INS-06
DEF-00348,2024-04-01,A라인,야간,PRD-001,표면조도불량,공구마모,보통,9,폐기,INS-07
DEF-00349,2024-04-01,B라인,주간,PRD-006,외관불량,버(burr)잔존,보통,10,특채(조건부합격),INS-06
DEF-00350,2024-04-02,A라인,주간,PRD-003,치수불량,셋업오류,보통,4,재작업,INS-05
DEF-00351,2024-04-02,A라인,주간,PRD-003,외관불량,이물질부착,심각,14,반품,INS-07
DEF-00352,2024-04-02,B라인,주간,PRD-002,크랙,소재결함,보통,1,폐기,INS-07
DEF-00353,2024-04-02,B라인,야간,PRD-006,외관불량,이물질부착,경미,3,특채(조건부합격),INS-01
DEF-00354,2024-04-02,C라인,주간,PRD-005,외관불량,이물질부착,경미,10,재작업,INS-05
DEF-00355,2024-04-02,C라인,주간,PRD-005,표면조도불량,절삭조건부적합,보통,8,재작업,INS-07
DEF-00356,2024-04-02,C라인,주간,PRD-005,크랙,소재결함,경미,2,재작업,INS-06
DEF-00357,2024-04-03,A라인,주간,PRD-001,표면조도불량,절삭조건부적합,보통,11,특채(조건부합격),INS-01
DEF-00358,2024-04-03,B라인,주간,PRD-002,표면조도불량,소재불량,보통,10,특채(조건부합격),INS-02
DEF-00359,2024-04-04,A라인,주간,PRD-003,치수불량,측정오류,보통,11,재작업,INS-07
DEF-00360,2024-04-04,A라인,야간,PRD-001,표면조도불량,공구마모,보통,1,재작업,INS-03
DEF-00361,2024-04-04,B라인,주간,PRD-005,치수불량,공구마모,보통,11,재작업,INS-01
DEF-00362,2024-04-04,C라인,야간,PRD-005,치수불량,소재경도편차,경미,8,재작업,INS-07
DEF-00363,2024-04-04,C라인,주간,PRD-003,외관불량,버(burr)잔존,보통,10,재작업,INS-01
DEF-00364,2024-04-04,C라인,주간,PRD-001,외관불량,,경미,5,특채(조건부합격),INS-05
DEF-00365,2024-04-05,A라인,야간,PRD-001,외관불량,이물질부착,보통,8,특채(조건부합격),INS-07
DEF-00366,2024-04-05,B라인,야간,PRD-005,형상불량,프로그램오류,보통,10,특채(조건부합격),INS-08
DEF-00367,2024-04-05,B라인,야간,PRD-006,형상불량,평탄도초과,보통,5,특채(조건부합격),INS-01
DEF-00368,2024-04-05,C라인,야간,PRD-003,외관불량,찍힘,경미,11,특채(조건부합격),INS-08
DEF-00369,2024-04-06,B라인,주간,PRD-005,치수불량,,보통,2,재작업,INS-06
DEF-00370,2024-04-06,B라인,주간,PRD-005,외관불량,이물질부착,경미,7,특채(조건부합격),INS-05
DEF-00371,2024-04-06,B라인,주간,PRD-005,형상불량,동축도초과,심각,23,반품,INS-06
DEF-00372,2024-04-08,A라인,주간,PRD-001,기타,라벨오류,경미,13,재작업,INS-03
DEF-00373,2024-04-08,A라인,주간,PRD-004,외관불량,이물질부착,보통,13,폐기,INS-05
DEF-00374,2024-04-08,A라인,주간,PRD-001,표면조도불량,,경미,10,재작업,INS-05
DEF-00375,2024-04-08,B라인,야간,PRD-005,치수불량,셋업오류,심각,25,반품,INS-07
DEF-00376,2024-04-09,A라인,야간,PRD-001,치수불량,열변형,보통,4,특채(조건부합격),INS-06
DEF-00377,2024-04-09,B라인,야간,PRD-005,외관불량,이물질부착,경미,8,재작업,INS-06
DEF-00378,2024-04-09,C라인,주간,PRD-005,형상불량,동축도초과,경미,10,특채(조건부합격),INS-04
DEF-00379,2024-04-10,A라인,주간,PRD-001,치수불량,열변형,보통,10,폐기,INS-02
DEF-00380,2024-04-10,C라인,주간,PRD-001,치수불량,공구마모,경미,12,특채(조건부합격),INS-02
DEF-00381,2024-04-10,C라인,야간,PRD-001,치수불량,측정오류,보통,12,폐기,INS-06
DEF-00382,2024-04-10,C라인,야간,PRD-005,치수불량,소재경도편차,보통,3,특채(조건부합격),INS-02
DEF-00383,2024-04-11,C라인,주간,PRD-005,표면조도불량,소재불량,보통,4,재작업,INS-07
DEF-00384,2024-04-11,C라인,야간,PRD-003,외관불량,버(burr)잔존,심각,10,폐기,INS-08
DEF-00385,2024-04-12,A라인,야간,PRD-001,외관불량,찍힘,심각,11,반품,INS-03
DEF-00386,2024-04-12,A라인,주간,PRD-001,표면조도불량,공구마모,심각,22,폐기,INS-06
DEF-00387,2024-04-12,B라인,주간,PRD-002,치수불량,측정오류,심각,21,폐기,INS-03
DEF-00388,2024-04-12,C라인,주간,PRD-003,형상불량,프로그램오류,보통,1,폐기,INS-08
DEF-00389,2024-04-12,C라인,주간,PRD-001,치수불량,공구마모,경미,7,재작업,INS-04
DEF-00390,2024-04-12,C라인,야간,PRD-001,치수불량,측정오류,경미,14,재작업,INS-01
DEF-00391,2024-04-13,A라인,야간,PRD-001,치수불량,열변형,보통,7,특채(조건부합격),INS-03
DEF-00392,2024-04-13,A라인,주간,PRD-003,치수불량,셋업오류,보통,3,폐기,INS-06
DEF-00393,2024-04-13,A라인,야간,PRD-004,형상불량,프로그램오류,보통,10,폐기,INS-06
DEF-00394,2024-04-13,A라인,주간,PRD-001,치수불량,셋업오류,경미,6,재작업,INS-01
DEF-00395,2024-04-13,B라인,야간,PRD-005,치수불량,열변형,보통,11,재작업,INS-06
DEF-00396,2024-04-13,B라인,야간,PRD-006,크랙,열처리불량,경미,5,재작업,INS-08
DEF-00397,2024-04-13,C라인,주간,PRD-005,표면조도불량,공구마모,심각,10,폐기,INS-03
DEF-00398,2024-04-13,C라인,야간,PRD-005,치수불량,측정오류,보통,7,폐기,INS-03
DEF-00399,2024-04-13,C라인,주간,PRD-001,외관불량,찍힘,보통,12,폐기,INS-06
DEF-00400,2024-04-15,A라인,주간,PRD-003,치수불량,열변형,보통,14,폐기,INS-02
DEF-00401,2024-04-15,A라인,주간,PRD-001,형상불량,동축도초과,경미,12,특채(조건부합격),INS-05
DEF-00402,2024-04-15,A라인,주간,PRD-001,치수불량,셋업오류,경미,9,재작업,INS-08
DEF-00403,2024-04-15,A라인,야간,PRD-003,외관불량,,보통,10,폐기,INS-08
DEF-00404,2024-04-15,B라인,주간,PRD-006,치수불량,,경미,5,재작업,INS-07
DEF-00405,2024-04-15,C라인,야간,PRD-003,표면조도불량,공구마모,보통,2,폐기,INS-08
DEF-00406,2024-04-15,C라인,주간,PRD-005,표면조도불량,냉각부족,경미,14,재작업,INS-03
DEF-00407,2024-04-15,C라인,주간,PRD-005,외관불량,찍힘,경미,3,특채(조건부합격),INS-06
DEF-00408,2024-04-16,A라인,주간,PRD-004,외관불량,스크래치,보통,4,특채(조건부합격),INS-02
DEF-00409,2024-04-16,A라인,야간,PRD-003,형상불량,동축도초과,경미,3,특채(조건부합격),INS-08
DEF-00410,2024-04-16,A라인,주간,PRD-003,표면조도불량,공구마모,보통,1,특채(조건부합격),INS-07
DEF-00411,2024-04-16,B라인,주간,PRD-006,표면조도불량,소재불량,보통,14,폐기,INS-02
DEF-00412,2024-04-16,B라인,주간,PRD-005,치수불량,소재경도편차,경미,3,특채(조건부합격),INS-08
DEF-00413,2024-04-16,C라인,주간,PRD-005,치수불량,소재경도편차,보통,4,폐기,INS-04
DEF-00414,2024-04-17,A라인,주간,PRD-004,외관불량,변색,보통,6,특채(조건부합격),INS-03
DEF-00415,2024-04-17,B라인,주간,PRD-002,크랙,소재결함,경미,1,재작업,INS-02
DEF-00416,2024-04-17,C라인,주간,PRD-003,외관불량,버(burr)잔존,심각,19,반품,INS-06
DEF-00417,2024-04-18,A라인,주간,PRD-001,표면조도불량,냉각부족,심각,17,폐기,INS-04
DEF-00418,2024-04-18,B라인,주간,PRD-002,외관불량,변색,경미,13,재작업,INS-04
DEF-00419,2024-04-18,C라인,주간,PRD-005,외관불량,이물질부착,보통,2,특채(조건부합격),INS-08
DEF-00420,2024-04-19,A라인,야간,PRD-004,외관불량,스크래치,경미,4,특채(조건부합격),INS-03
DEF-00421,2024-04-19,A라인,주간,PRD-004,크랙,응력집중,보통,11,폐기,INS-08
DEF-00422,2024-04-19,B라인,주간,PRD-005,외관불량,스크래치,보통,1,특채(조건부합격),INS-06
DEF-00423,2024-04-19,B라인,주간,PRD-006,형상불량,동축도초과,경미,12,특채(조건부합격),INS-02
DEF-00424,2024-04-20,A라인,야간,PRD-004,크랙,소재결함,보통,2,특채(조건부합격),INS-06
DEF-00425,2024-04-20,A라인,주간,PRD-001,치수불량,측정오류,경미,2,특채(조건부합격),INS-08
DEF-00426,2024-04-20,B라인,야간,PRD-005,외관불량,변색,보통,9,재작업,INS-05
DEF-00427,2024-04-22,C라인,주간,PRD-001,형상불량,프로그램오류,보통,4,재작업,INS-03
DEF-00428,2024-04-22,C라인,야간,PRD-003,형상불량,진원도초과,보통,10,재작업,INS-03
DEF-00429,2024-04-22,C라인,야간,PRD-003,치수불량,열변형,보통,11,재작업,INS-02
DEF-00430,2024-04-23,B라인,주간,PRD-002,외관불량,버(burr)잔존,경미,2,특채(조건부합격),INS-06
DEF-00431,2024-04-23,C라인,주간,PRD-001,외관불량,변색,보통,9,폐기,INS-06
DEF-00432,2024-04-23,C라인,야간,PRD-003,기타,포장손상,보통,6,폐기,INS-03
DEF-00433,2024-04-24,B라인,주간,PRD-005,형상불량,프로그램오류,보통,1,특채(조건부합격),INS-06
DEF-00434,2024-04-24,B라인,주간,PRD-006,외관불량,이물질부착,보통,3,폐기,INS-01
DEF-00435,2024-04-24,C라인,주간,PRD-003,형상불량,동축도초과,보통,13,특채(조건부합격),INS-08
DEF-00436,2024-04-25,A라인,야간,PRD-003,치수불량,공구마모,보통,10,재작업,INS-08
DEF-00437,2024-04-25,A라인,주간,PRD-001,외관불량,스크래치,경미,4,특채(조건부합격),INS-02
DEF-00438,2024-04-25,A라인,주간,PRD-003,형상불량,,심각,10,반품,INS-02
DEF-00439,2024-04-25,A라인,주간,PRD-003,외관불량,찍힘,보통,7,폐기,INS-02
DEF-00440,2024-04-25,A라인,주간,PRD-004,외관불량,,심각,5,폐기,INS-07
DEF-00441,2024-04-25,B라인,야간,PRD-002,크랙,열처리불량,보통,5,재작업,INS-04
DEF-00442,2024-04-25,C라인,야간,PRD-001,크랙,소재결함,보통,3,특채(조건부합격),INS-07
DEF-00443,2024-04-26,A라인,야간,PRD-003,외관불량,이물질부착,보통,10,재작업,INS-01
DEF-00444,2024-04-26,C라인,주간,PRD-005,외관불량,이물질부착,보통,3,재작업,INS-07
DEF-00445,2024-04-26,C라인,주간,PRD-001,외관불량,이물질부착,경미,1,재작업,INS-08
DEF-00446,2024-04-26,C라인,야간,PRD-001,치수불량,셋업오류,보통,10,재작업,INS-04
DEF-00447,2024-04-27,A라인,주간,PRD-001,표면조도불량,절삭조건부적합,보통,4,특채(조건부합격),INS-01
DEF-00448,2024-04-27,A라인,주간,PRD-004,외관불량,스크래치,보통,11,재작업,INS-08
DEF-00449,2024-04-27,B라인,야간,PRD-005,치수불량,열변형,심각,15,반품,INS-05
DEF-00450,2024-04-27,B라인,주간,PRD-006,크랙,과부하가공,경미,5,특채(조건부합격),INS-06
DEF-00451,2024-04-27,B라인,주간,PRD-006,형상불량,동축도초과,경미,10,특채(조건부합격),INS-04
DEF-00452,2024-04-27,C라인,주간,PRD-005,외관불량,버(burr)잔존,보통,6,재작업,INS-04
DEF-00453,2024-04-27,C라인,야간,PRD-005,크랙,과부하가공,경미,5,특채(조건부합격),INS-05
DEF-00454,2024-04-27,C라인,주간,PRD-005,외관불량,찍힘,경미,1,재작업,INS-03
DEF-00455,2024-04-29,A라인,야간,PRD-003,외관불량,버(burr)잔존,경미,3,특채(조건부합격),INS-08
DEF-00456,2024-04-29,B라인,야간,PRD-006,표면조도불량,절삭조건부적합,보통,14,재작업,INS-02
DEF-00457,2024-04-30,C라인,야간,PRD-005,크랙,열처리불량,경미,8,재작업,INS-04
DEF-00458,2024-04-30,C라인,주간,PRD-003,외관불량,,보통,8,폐기,INS-04
DEF-00459,2024-05-01,A라인,주간,PRD-003,치수불량,소재경도편차,심각,28,폐기,INS-06
DEF-00460,2024-05-01,A라인,주간,PRD-001,표면조도불량,냉각부족,경미,12,특채(조건부합격),INS-05
DEF-00461,2024-05-01,B라인,야간,PRD-005,기타,세척불량,경미,7,재작업,INS-08
DEF-00462,2024-05-01,B라인,주간,PRD-002,외관불량,버(burr)잔존,경미,2,재작업,INS-07
DEF-00463,2024-05-01,B라인,주간,PRD-005,치수불량,공구마모,경미,10,특채(조건부합격),INS-01
DEF-00464,2024-05-01,C라인,주간,PRD-001,크랙,열처리불량,경미,4,특채(조건부합격),INS-07
DEF-00465,2024-05-01,C라인,주간,PRD-005,치수불량,측정오류,경미,13,특채(조건부합격),INS-06
DEF-00466,2024-05-01,C라인,야간,PRD-003,크랙,응력집중,경미,7,재작업,INS-05
DEF-00467,2024-05-01,C라인,야간,PRD-001,외관불량,변색,경미,7,특채(조건부합격),INS-01
DEF-00468,2024-05-02,A라인,야간,PRD-004,형상불량,동축도초과,보통,8,재작업,INS-03
DEF-00469,2024-05-02,A라인,야간,PRD-004,형상불량,진원도초과,보통,6,특채(조건부합격),INS-05
DEF-00470,2024-05-02,B라인,야간,PRD-006,외관불량,찍힘,경미,13,특채(조건부합격),INS-04
DEF-00471,2024-05-02,B라인,주간,PRD-005,외관불량,스크래치,경미,9,특채(조건부합격),INS-07
DEF-00472,2024-05-02,C라인,주간,PRD-005,치수불량,열변형,보통,4,재작업,INS-02
DEF-00473,2024-05-02,C라인,야간,PRD-003,치수불량,열변형,심각,17,반품,INS-08
DEF-00474,2024-05-03,A라인,주간,PRD-004,표면조도불량,소재불량,경미,2,재작업,INS-07
DEF-00475,2024-05-03,A라인,야간,PRD-003,치수불량,열변형,경미,4,특채(조건부합격),INS-01
DEF-00476,2024-05-03,C라인,야간,PRD-001,크랙,과부하가공,경미,14,재작업,INS-02
DEF-00477,2024-05-03,C라인,야간,PRD-003,기타,조립불량,보통,8,폐기,INS-05
DEF-00478,2024-05-03,C라인,야간,PRD-001,치수불량,셋업오류,심각,26,폐기,INS-03
DEF-00479,2024-05-04,A라인,야간,PRD-003,치수불량,공구마모,경미,10,특채(조건부합격),INS-07
DEF-00480,2024-05-04,A라인,주간,PRD-003,외관불량,이물질부착,경미,5,특채(조건부합격),INS-05
DEF-00481,2024-05-04,A라인,주간,PRD-001,치수불량,셋업오류,보통,9,특채(조건부합격),INS-05
DEF-00482,2024-05-04,A라인,주간,PRD-004,외관불량,변색,경미,4,특채(조건부합격),INS-02
DEF-00483,2024-05-04,A라인,야간,PRD-003,외관불량,이물질부착,보통,3,폐기,INS-01
DEF-00484,2024-05-04,B라인,주간,PRD-002,표면조도불량,절삭조건부적합,경미,13,재작업,INS-01
DEF-00485,2024-05-04,B라인,야간,PRD-005,외관불량,버(burr)잔존,심각,23,폐기,INS-04
DEF-00486,2024-05-04,C라인,야간,PRD-001,외관불량,이물질부착,보통,5,재작업,INS-07
DEF-00487,2024-05-06,B라인,주간,PRD-002,기타,조립불량,경미,9,재작업,INS-08
DEF-00488,2024-05-06,B라인,야간,PRD-002,치수불량,셋업오류,경미,14,특채(조건부합격),INS-04
DEF-00489,2024-05-06,C라인,야간,PRD-005,외관불량,변색,경미,3,재작업,INS-01
DEF-00490,2024-05-06,C라인,주간,PRD-005,외관불량,찍힘,경미,7,재작업,INS-08
DEF-00491,2024-05-07,A라인,야간,PRD-003,외관불량,스크래치,보통,8,특채(조건부합격),INS-06
DEF-00492,2024-05-07,B라인,야간,PRD-006,치수불량,측정오류,심각,29,반품,INS-06
DEF-00493,2024-05-07,B라인,야간,PRD-006,표면조도불량,냉각부족,보통,10,특채(조건부합격),INS-03
DEF-00494,2024-05-07,B라인,야간,PRD-006,치수불량,셋업오류,보통,4,폐기,INS-02
DEF-00495,2024-05-07,B라인,주간,PRD-005,외관불량,찍힘,경미,7,재작업,INS-05
DEF-00496,2024-05-07,C라인,야간,PRD-003,외관불량,변색,경미,13,재작업,INS-04
DEF-00497,2024-05-07,C라인,야간,PRD-003,외관불량,이물질부착,심각,23,반품,INS-03
DEF-00498,2024-05-07,C라인,야간,PRD-005,표면조도불량,절삭조건부적합,보통,12,특채(조건부합격),INS-08
DEF-00499,2024-05-08,A라인,주간,PRD-004,형상불량,동축도초과,경미,5,특채(조건부합격),INS-05
DEF-00500,2024-05-08,B라인,야간,PRD-006,형상불량,평탄도초과,보통,13,재작업,INS-06
DEF-00501,2024-05-09,A라인,주간,PRD-003,외관불량,이물질부착,심각,28,폐기,INS-06
DEF-00502,2024-05-09,A라인,주간,PRD-001,외관불량,찍힘,심각,12,반품,INS-02
DEF-00503,2024-05-09,B라인,야간,PRD-002,외관불량,변색,보통,9,재작업,INS-03
DEF-00504,2024-05-09,B라인,주간,PRD-005,치수불량,측정오류,보통,11,폐기,INS-05
DEF-00505,2024-05-09,B라인,야간,PRD-005,표면조도불량,절삭조건부적합,보통,13,폐기,INS-05
DEF-00506,2024-05-09,C라인,야간,PRD-001,표면조도불량,,보통,13,특채(조건부합격),INS-05
DEF-00507,2024-05-10,A라인,주간,PRD-001,표면조도불량,절삭조건부적합,보통,11,재작업,INS-02
DEF-00508,2024-05-10,B라인,야간,PRD-002,기타,세척불량,보통,8,특채(조건부합격),INS-08
DEF-00509,2024-05-10,B라인,주간,PRD-006,치수불량,,경미,9,재작업,INS-01
DEF-00510,2024-05-10,B라인,주간,PRD-002,기타,조립불량,경미,2,특채(조건부합격),INS-06
DEF-00511,2024-05-10,C라인,주간,PRD-003,외관불량,이물질부착,경미,1,특채(조건부합격),INS-03
DEF-00512,2024-05-11,A라인,야간,PRD-003,크랙,과부하가공,보통,9,폐기,INS-03
DEF-00513,2024-05-11,A라인,야간,PRD-001,치수불량,소재경도편차,경미,11,특채(조건부합격),INS-01
DEF-00514,2024-05-11,A라인,야간,PRD-004,표면조도불량,절삭조건부적합,경미,9,특채(조건부합격),INS-06
DEF-00515,2024-05-11,A라인,주간,PRD-001,치수불량,측정오류,보통,10,폐기,INS-06
DEF-00516,2024-05-11,B라인,야간,PRD-006,크랙,열처리불량,보통,7,폐기,INS-03
DEF-00517,2024-05-11,B라인,야간,PRD-002,형상불량,평탄도초과,보통,7,특채(조건부합격),INS-04
DEF-00518,2024-05-13,A라인,야간,PRD-004,형상불량,프로그램오류,보통,14,특채(조건부합격),INS-03
DEF-00519,2024-05-13,B라인,주간,PRD-002,외관불량,버(burr)잔존,보통,10,특채(조건부합격),INS-02
DEF-00520,2024-05-13,B라인,야간,PRD-002,치수불량,소재경도편차,보통,8,재작업,INS-02
DEF-00521,2024-05-14,B라인,주간,PRD-002,외관불량,찍힘,경미,3,재작업,INS-05
DEF-00522,2024-05-14,B라인,주간,PRD-005,외관불량,변색,경미,14,특채(조건부합격),INS-03
DEF-00523,2024-05-14,B라인,주간,PRD-005,치수불량,셋업오류,경미,12,재작업,INS-07
DEF-00524,2024-05-15,B라인,주간,PRD-002,외관불량,이물질부착,보통,3,폐기,INS-08
